x,y,z
42.0,19.0,-858.0
35.0,3.0,-1149.0
-39.0,140.0,-1122.0
-1.0,-74.0,-874.0
40.0,-68.0,-1155.0
0.0,165.0,-1091.0
31.0,17.0,-925.0
37.0,48.0,-1179.0
-40.0,40.0,-999.0
89.0,-113.0,-985.0
44.0,107.0,-1192.0
35.0,74.0,-954.0
48.0,-3.0,-1087.0
-64.0,42.0,-1138.0
54.0,-54.0,-843.0
52.0,-11.0,-1194.0
1.0,58.0,-1030.0
72.0,27.0,-962.0
5.0,-7.0,-1206.0
-58.0,-27.0,-948.0
15.0,-17.0,-1085.0
-5.0,-50.0,-1063.0
48.0,29.0,-946.0
25.0,46.0,-1118.0
-31.0,13.0,-1059.0
-11.0,5.0,-1065.0
7.0,-42.0,-1034.0
60.0,-29.0,-1007.0
3.0,19.0,-1118.0
93.0,15.0,-1028.0
-5.0,23.0,-1079.0
64.0,-9.0,-1095.0
0.0,-50.0,-958.0
7.0,40.0,-1132.0
9.0,-136.0,-1020.0
-21.0,66.0,-1056.0
37.0,-5.0,-1052.0
-1.0,23.0,-968.0
54.0,44.0,-1093.0
13.0,-33.0,-1044.0
-72.0,0.0,-1098.0
-7.0,-3.0,-997.0
-21.0,-9.0,-1061.0
29.0,-54.0,-1026.0
64.0,101.0,-1022.0
78.0,81.0,-1114.0
35.0,-76.0,-1057.0
87.0,64.0,-1063.0
27.0,-29.0,-1030.0
-7.0,1.0,-1048.0
-60.0,7.0,-1081.0
-3.0,5.0,-1057.0
62.0,37.0,-966.0
171.0,31.0,-962.0
46.0,78.0,-1149.0
124.0,-66.0,-1054.0
244.0,-39.0,-1067.0
165.0,13.0,-966.0
124.0,54.0,-1056.0
144.0,17.0,-1126.0
181.0,-50.0,-1073.0
322.0,121.0,-944.0
466.0,-23.0,-960.0
404.0,46.0,-1177.0
400.0,13.0,-1077.0
499.0,-9.0,-1065.0
794.0,-35.0,-985.0
620.0,33.0,-1075.0
540.0,3.0,-1095.0
665.0,-39.0,-1081.0
784.0,0.0,-970.0
644.0,54.0,-1005.0
646.0,-1.0,-1093.0
817.0,25.0,-1077.0
854.0,-3.0,-942.0
714.0,109.0,-987.0
817.0,-60.0,-1134.0
960.0,-95.0,-1020.0
897.0,154.0,-1044.0
831.0,0.0,-952.0
1007.0,-60.0,-1118.0
979.0,80.0,-1118.0
899.0,31.0,-970.0
1069.0,-85.0,-936.0
1130.0,-31.0,-1139.0
897.0,62.0,-1098.0
989.0,35.0,-964.0
1282.0,-80.0,-958.0
1220.0,-9.0,-1126.0
1005.0,97.0,-1075.0
1177.0,-74.0,-935.0
1378.0,-50.0,-1059.0
1208.0,-58.0,-1237.0
952.0,177.0,-1009.0
1376.0,-91.0,-970.0
1157.0,5.0,-1124.0
956.0,-33.0,-1095.0
1104.0,52.0,-931.0
1286.0,-163.0,-1032.0
1026.0,52.0,-1122.0
1022.0,13.0,-1044.0
1210.0,76.0,-903.0
1282.0,-167.0,-1116.0
821.0,119.0,-1200.0
1048.0,-103.0,-876.0
1423.0,19.0,-892.0
1202.0,-119.0,-1173.0
1026.0,134.0,-1050.0
1268.0,-7.0,-935.0
1360.0,25.0,-1104.0
1095.0,-93.0,-1319.0
1290.0,0.0,-901.0
1536.0,40.0,-944.0
1093.0,-50.0,-1194.0
1016.0,101.0,-1098.0
1292.0,-52.0,-919.0
1411.0,-1.0,-1042.0
1143.0,-146.0,-1190.0
1120.0,312.0,-786.0
1413.0,-240.0,-999.0
1212.0,-60.0,-1362.0
1081.0,128.0,-915.0
1253.0,-39.0,-827.0
1157.0,-15.0,-1198.0
1057.0,-46.0,-1114.0
1067.0,42.0,-796.0
1179.0,-181.0,-1188.0
1266.0,134.0,-1011.0
1179.0,13.0,-935.0
1264.0,183.0,-1001.0
1475.0,-107.0,-1237.0
1331.0,-3.0,-952.0
1274.0,-21.0,-1159.0
1518.0,-286.0,-1098.0
1489.0,146.0,-749.0
1237.0,-195.0,-1239.0
1212.0,183.0,-1149.0
1612.0,95.0,-888.0
1220.0,87.0,-1239.0
784.0,99.0,-1192.0
1337.0,-206.0,-817.0
1329.0,66.0,-843.0
878.0,-62.0,-1206.0
1405.0,-23.0,-792.0
1631.0,183.0,-979.0
1327.0,-189.0,-1276.0
1100.0,40.0,-919.0
1421.0,-132.0,-989.0
1216.0,-199.0,-1282.0
1239.0,275.0,-878.0
1440.0,-113.0,-1048.0
1331.0,218.0,-1057.0
1204.0,-46.0,-1120.0
722.0,-23.0,-1286.0
1190.0,132.0,-1108.0
1629.0,-648.0,-890.0
1282.0,462.0,-915.0
1260.0,329.0,-915.0
1469.0,-281.0,-1007.0
1512.0,124.0,-1151.0
1442.0,-226.0,-1206.0
1501.0,39.0,-950.0
1503.0,78.0,-1124.0
1413.0,-445.0,-940.0
1354.0,530.0,-870.0
1327.0,-130.0,-1278.0
1346.0,-52.0,-966.0
919.0,568.0,-1229.0
1376.0,-591.0,-1134.0
1391.0,-87.0,-864.0
1013.0,327.0,-1241.0
1108.0,-386.0,-815.0
1694.0,294.0,-833.0
1220.0,158.0,-1040.0
1100.0,-292.0,-946.0
1342.0,376.0,-1028.0
1622.0,-298.0,-1141.0
1282.0,-392.0,-1063.0
1110.0,404.0,-1093.0
1337.0,-132.0,-1065.0
1401.0,363.0,-952.0
1046.0,-107.0,-1155.0
950.0,-435.0,-1141.0
1233.0,261.0,-1229.0
1268.0,181.0,-1108.0
1247.0,-392.0,-960.0
981.0,409.0,-698.0
1448.0,-93.0,-1032.0
1249.0,-249.0,-1202.0
1268.0,255.0,-665.0
1733.0,-396.0,-1083.0
1331.0,-240.0,-1214.0
1128.0,427.0,-858.0
1692.0,341.0,-1015.0
1544.0,-733.0,-1262.0
1227.0,306.0,-1108.0
1276.0,242.0,-1132.0
1758.0,-790.0,-1202.0
1282.0,648.0,-954.0
1165.0,265.0,-976.0
1823.0,-698.0,-1124.0
1200.0,203.0,-798.0
1309.0,341.0,-876.0
1663.0,-218.0,-1079.0
1362.0,-218.0,-1118.0
981.0,351.0,-950.0
1374.0,-144.0,-966.0
1547.0,-337.0,-1089.0
1270.0,530.0,-761.0
880.0,-671.0,-1428.0
1151.0,0.0,-1145.0
1171.0,439.0,-890.0
1179.0,124.0,-1229.0
1007.0,-173.0,-1143.0
1018.0,-64.0,-897.0
1106.0,253.0,-899.0
1364.0,-216.0,-1042.0
1161.0,-19.0,-1013.0
646.0,193.0,-901.0
1481.0,195.0,-1173.0
835.0,-288.0,-1157.0
1145.0,-134.0,-812.0
960.0,40.0,-1005.0
290.0,-40.0,-1186.0
735.0,-158.0,-890.0
780.0,486.0,-1200.0
501.0,245.0,-1085.0
568.0,-392.0,-1319.0
384.0,-64.0,-925.0
308.0,402.0,-689.0
1054.0,-226.0,-1009.0
628.0,-70.0,-979.0
669.0,351.0,-905.0
329.0,-58.0,-1477.0
240.0,-247.0,-1079.0
245.0,124.0,-888.0
320.0,-132.0,-845.0
142.0,-259.0,-1276.0
-7.0,35.0,-1218.0
208.0,210.0,-1065.0
109.0,-19.0,-1061.0
-27.0,288.0,-1153.0
169.0,189.0,-837.0
558.0,-292.0,-1024.0
288.0,134.0,-972.0
249.0,163.0,-936.0
691.0,-152.0,-1050.0
464.0,-324.0,-974.0
173.0,-52.0,-1206.0
146.0,339.0,-991.0
201.0,-29.0,-1122.0
-121.0,-193.0,-1128.0
228.0,156.0,-888.0
337.0,203.0,-1202.0
95.0,-251.0,-1141.0
66.0,-3.0,-1151.0
247.0,179.0,-841.0
212.0,-17.0,-1022.0
218.0,87.0,-870.0
-3.0,0.0,-1038.0
324.0,165.0,-1069.0
673.0,-464.0,-979.0
80.0,187.0,-1087.0
230.0,-76.0,-987.0
345.0,-497.0,-1186.0
70.0,749.0,-923.0
11.0,50.0,-1212.0
46.0,83.0,-1262.0
181.0,60.0,-1054.0
29.0,-140.0,-1026.0
-15.0,121.0,-944.0
474.0,-384.0,-872.0
-271.0,394.0,-948.0
-64.0,171.0,-925.0
284.0,-210.0,-1188.0
134.0,-74.0,-935.0
236.0,-76.0,-1184.0
368.0,-160.0,-1024.0
119.0,316.0,-880.0
279.0,212.0,-1116.0
9.0,-284.0,-1229.0
-152.0,52.0,-1227.0
-124.0,-175.0,-1266.0
7.0,240.0,-1132.0
292.0,-105.0,-786.0
160.0,232.0,-927.0
93.0,-132.0,-849.0
236.0,42.0,-977.0
259.0,-597.0,-1260.0
21.0,144.0,-1046.0
87.0,573.0,-1001.0
419.0,46.0,-1056.0
-142.0,87.0,-950.0
-7.0,-273.0,-1249.0
-244.0,107.0,-1091.0
-42.0,52.0,-1149.0
140.0,72.0,-1026.0
-130.0,-78.0,-1034.0
-78.0,31.0,-872.0
46.0,13.0,-1032.0
44.0,140.0,-1093.0
-50.0,-60.0,-1040.0
302.0,-179.0,-935.0
193.0,259.0,-1112.0
232.0,-304.0,-1009.0
142.0,148.0,-1085.0
173.0,456.0,-1130.0
247.0,-536.0,-1169.0
-121.0,0.0,-976.0
177.0,1.0,-1184.0
-372.0,333.0,-1227.0
-179.0,-72.0,-1073.0
-152.0,-374.0,-935.0
261.0,99.0,-786.0
29.0,113.0,-985.0
251.0,-23.0,-892.0
17.0,107.0,-1114.0
-66.0,50.0,-1042.0
-44.0,111.0,-1177.0
107.0,105.0,-1085.0
44.0,-35.0,-1034.0
495.0,29.0,-966.0
-19.0,-240.0,-1046.0
-140.0,128.0,-1163.0
29.0,-204.0,-1204.0
-505.0,351.0,-1220.0
-201.0,11.0,-956.0
-431.0,-5.0,-954.0
89.0,-89.0,-815.0
-87.0,-169.0,-819.0
-46.0,179.0,-1175.0
-80.0,35.0,-1005.0
52.0,-89.0,-1169.0
-74.0,76.0,-1007.0
-407.0,23.0,-1071.0
-478.0,40.0,-1104.0
-610.0,-296.0,-1239.0
-876.0,343.0,-913.0
-245.0,-99.0,-1149.0
-956.0,240.0,-1128.0
-733.0,228.0,-925.0
-804.0,-292.0,-913.0
-1095.0,232.0,-1083.0
-989.0,31.0,-991.0
-587.0,31.0,-1067.0
-579.0,171.0,-895.0
-745.0,-193.0,-1067.0
-950.0,-40.0,-1069.0
-899.0,-255.0,-1231.0
-905.0,93.0,-1091.0
-1407.0,456.0,-974.0
-726.0,-23.0,-1358.0
-1145.0,300.0,-1015.0
-999.0,-163.0,-1089.0
-1366.0,-281.0,-1059.0
-977.0,515.0,-931.0
-1212.0,-253.0,-956.0
-968.0,78.0,-843.0
-675.0,314.0,-927.0
-1026.0,-390.0,-1362.0
-1013.0,-27.0,-938.0
-1071.0,271.0,-1042.0
-462.0,-208.0,-1188.0
-931.0,48.0,-790.0
-1155.0,497.0,-1337.0
-1134.0,-651.0,-1196.0
-1030.0,322.0,-1149.0
-1748.0,121.0,-1335.0
-1241.0,-185.0,-952.0
-1067.0,558.0,-862.0
-1298.0,-247.0,-913.0
-1190.0,-97.0,-958.0
-1198.0,359.0,-981.0
-960.0,-499.0,-1288.0
-614.0,-93.0,-858.0
-1272.0,640.0,-895.0
-683.0,-454.0,-1356.0
-1040.0,-173.0,-804.0
-1629.0,564.0,-1182.0
-1038.0,-366.0,-1348.0
-1034.0,48.0,-1044.0
-1300.0,581.0,-1114.0
-1327.0,-117.0,-1180.0
-1190.0,-146.0,-747.0
-1180.0,310.0,-1015.0
-1426.0,-316.0,-1118.0
-1288.0,-304.0,-642.0
-728.0,566.0,-1098.0
-815.0,-614.0,-1284.0
