x,y,z
9,40,-1040
5,-15,-1022
11,15,-1046
5,23,-1028
15,0,-1034
5,37,-1034
11,-19,-1024
9,29,-1034
13,-3,-1016
3,17,-1046
1,23,-1026
11,-15,-1024
0,39,-1036
9,-15,-1020
9,31,-1044
9,7,-1016
15,11,-1032
11,25,-1032
17,-15,-1036
11,35,-1040
13,-5,-1032
15,27,-1046
11,7,-1024
11,-9,-1032
7,29,-1030
9,-15,-1026
11,35,-1042
9,-11,-1028
17,15,-1046
7,7,-1024
19,0,-1038
11,27,-1038
15,-21,-1024
13,33,-1050
9,-13,-1028
11,5,-1044
3,15,-1022
13,-17,-1030
13,33,-1040
13,-25,-1032
17,33,-1030
11,0,-1028
15,7,-1044
9,21,-1024
9,-15,-1036
3,35,-1040
7,-15,-1024
3,23,-1040
5,-5,-1026
9,0,-1050
-5,31,-1028
21,-9,-1032
5,37,-1044
15,-7,-1030
7,13,-1050
5,5,-1030
17,-5,-1052
9,33,-1032
9,-19,-1036
7,27,-1036
7,-9,-1015
9,21,-1040
9,19,-1026
17,-5,-1036
11,33,-1032
15,-23,-1030
3,29,-1046
9,-11,-1020
11,7,-1040
1,13,-1026
13,-9,-1036
1,37,-1038
5,-23,-1022
15,37,-1036
11,5,-1030
19,-3,-1040
9,27,-1028
19,-15,-1026
9,42,-1030
1,-21,-1030
3,17,-1046
0,11,-1022
13,-3,-1036
0,29,-1026
15,-9,-1032
0,23,-1050
3,-23,-1030
-1,21,-1038
7,21,-1022
19,-1,-1040
5,35,-1034
19,-23,-1034
-1,37,-1042
9,-3,-1016
11,13,-1036
13,15,-1018
19,-11,-1038
15,44,-1036
21,-21,-1020
13,27,-1044
3,-7,-1028
17,0,-1044
3,27,-1034
19,-13,-1024
15,40,-1038
21,-17,-1018
15,27,-1046
7,11,-1028
15,1,-1046
11,29,-1038
23,-17,-1032
13,44,-1040
13,-15,-1030
13,29,-1044
7,13,-1022
17,0,-1040
15,31,-1032
15,-33,-1030
19,48,-1046
9,-9,-1013
9,23,-1030
5,17,-1022
21,-9,-1032
11,40,-1038
13,-17,-1028
9,29,-1048
5,-7,-1026
11,11,-1042
3,23,-1022
15,-9,-1032
7,35,-1046
0,-21,-1026
7,19,-1038
9,9,-1026
15,15,-1038
-1,33,-1028
5,-21,-1028
0,40,-1036
7,-13,-1013
7,33,-1036
3,11,-1020
9,-1,-1038
9,37,-1032
11,-13,-1028
1,39,-1034
11,-17,-1022
17,15,-1038
9,9,-1022
9,-1,-1034
9,37,-1032
13,-29,-1026
3,33,-1038
13,-17,-1022
13,15,-1034
9,19,-1024
15,-13,-1038
13,39,-1032
21,-33,-1032
13,33,-1048
9,3,-1018
21,9,-1042
17,13,-1034
9,-17,-1032
7,37,-1028
5,-15,-1030
11,33,-1046
11,-3,-1020
19,0,-1042
3,15,-1022
15,-27,-1040
13,46,-1032
21,-15,-1020
15,19,-1046
7,3,-1024
19,-3,-1046
11,42,-1034
7,-21,-1030
7,37,-1040
7,-13,-1020
17,19,-1048
5,23,-1026
19,0,-1044
7,33,-1036
13,-23,-1026
15,44,-1046
17,-9,-1020
9,13,-1040
1,23,-1022
15,-19,-1030
11,44,-1038
9,-11,-1022
5,29,-1059
13,-1,-1024
13,7,-1040
11,27,-1022
11,-13,-1036
3,50,-1040
17,-23,-1022
9,23,-1052
15,0,-1022
5,3,-1040
3,29,-1032
3,-23,-1026
5,39,-1044
9,-23,-1026
9,29,-1044
5,9,-1032
11,-5,-1048
9,35,-1034
9,-13,-1028
9,29,-1038
9,1,-1024
15,17,-1034
13,11,-1032
9,-13,-1038
7,37,-1032
7,-13,-1026
13,33,-1032
9,3,-1024
9,3,-1038
3,29,-1036
17,-5,-1032
9,23,-1032
17,-15,-1016
19,15,-1040
15,9,-1034
13,0,-1032
9,23,-1034
9,-13,-1024
13,23,-1040
17,-11,-1030
17,19,-1036
11,9,-1022
21,-3,-1046
9,23,-1030
15,-25,-1024
15,33,-1040
9,-5,-1016
19,19,-1034
3,9,-1024
19,0,-1032
13,33,-1040
21,-1,-1034
15,23,-1042
13,0,-1026
11,9,-1038
15,15,-1024
19,-5,-1038
13,42,-1036
15,-17,-1024
13,15,-1048
7,5,-1022
19,9,-1030
5,33,-1030
9,-11,-1030
-1,39,-1040
9,-13,-1024
17,31,-1044
11,17,-1030
19,7,-1036
5,37,-1032
9,-15,-1026
7,44,-1036
15,-1,-1013
9,25,-1040
0,9,-1020
13,1,-1038
-7,31,-1036
19,-11,-1020
9,37,-1044
5,3,-1026
17,7,-1046
1,25,-1032
11,-3,-1036
11,29,-1032
5,-11,-1034
-1,19,-1034
0,3,-1032
19,13,-1038
17,21,-1022
31,1,-1032
15,31,-1028
50,-9,-1016
109,15,-1020
119,19,-1011
185,11,-1022
228,9,-1052
263,-5,-1032
275,23,-1024
429,0,-1030
474,3,-1081
343,29,-1038
417,-9,-1013
587,-19,-1065
550,48,-1056
486,5,-974
692,-70,-1005
769,9,-1083
575,62,-977
728,-56,-940
909,-33,-1095
812,35,-1036
702,42,-897
933,-119,-999
1026,3,-1132
772,87,-944
864,-62,-911
1093,-37,-1165
958,37,-1089
829,56,-847
1130,-152,-1005
1155,-9,-1198
925,111,-944
1009,-83,-931
1259,-101,-1192
1100,70,-1132
886,72,-853
1208,-163,-1018
1257,-35,-1266
894,138,-954
985,-35,-897
1198,-35,-1249
968,33,-1153
829,3,-880
1202,-201,-1013
1309,-80,-1175
1015,169,-892
1188,-11,-868
1561,-113,-1294
1268,42,-1200
1098,48,-870
1417,-103,-1114
1409,-91,-1229
1048,70,-919
1042,-13,-872
1196,40,-1243
1106,40,-1116
946,15,-849
1173,-160,-946
1464,27,-1097
1102,5,-915
1259,40,-798
1401,-19,-1204
1251,19,-1075
1067,87,-944
1075,60,-1075
1307,-171,-1122
925,-7,-1015
987,-15,-694
1440,-11,-1122
1266,109,-1323
903,62,-917
1284,-87,-1079
1344,-48,-1243
1296,0,-778
1188,-208,-759
1551,81,-1116
1362,81,-1100
1169,134,-940
1446,52,-1151
1354,-128,-1350
1235,-249,-936
1184,66,-829
1553,-150,-1036
1134,83,-1169
1001,7,-938
1149,62,-1083
1385,-124,-1180
1022,-103,-999
1292,-31,-583
1465,-199,-991
1202,156,-1141
1276,154,-862
1257,-76,-1177
1483,-23,-1346
1003,23,-1016
1065,148,-792
1481,-85,-1151
1348,-271,-1079
786,-80,-849
1497,-9,-1118
1333,378,-1337
1259,-368,-1036
1292,-144,-833
1624,7,-804
1667,-113,-956
1282,372,-1063
1534,-29,-1091
1210,-167,-1528
1077,144,-874
1270,-206,-866
1743,72,-1118
1091,-76,-1106
872,21,-935
1026,72,-1110
1565,-103,-1276
862,-15,-991
977,-355,-612
1272,245,-1003
1097,173,-1102
1015,-11,-794
732,148,-1007
1284,-5,-1260
923,-173,-1151
810,-208,-935
696,-76,-1138
706,208,-1091
569,37,-1020
655,230,-1073
480,-441,-1098
316,-181,-1151
648,489,-778
546,-238,-983
48,-253,-1048
70,486,-1038
130,240,-940
122,-189,-936
-187,-263,-1317
-156,83,-1034
-105,249,-987
-353,76,-1104
-142,-279,-1157
-400,124,-1102
-191,-97,-1050
-519,-181,-1120
-386,5,-958
-530,530,-979
-489,27,-933
-612,-154,-1179
-905,76,-1005
-735,-177,-915
-933,-173,-1149
-894,103,-899
-790,370,-831
-936,-158,-1173
-1089,76,-1155
-1001,-142,-1098
-987,-68,-1067
-1001,-46,-1009
-929,300,-845
-999,214,-812
-796,-48,-935
-692,74,-1214
-1159,-136,-1095
-962,-181,-977
-655,-177,-1212
-1052,480,-1005
-1067,-121,-790
-1221,-9,-1040
-813,-308,-1138
-1180,85,-1034
-1487,99,-997
-659,-208,-1052
-954,316,-1141
-1011,302,-628
-1270,-158,-892
-679,-105,-1091
-972,-25,-1186
-1235,165,-970
-989,-140,-1067
-858,-7,-1155
-1075,78,-897
-1278,-17,-999
-765,-134,-1223
-1274,115,-1280
-1368,58,-837
-1157,29,-1104
-1063,-122,-1100
-1436,204,-895
-1274,19,-708
-917,66,-1149
-1147,-5,-1221
-1305,-11,-872
-804,-193,-1180
-925,212,-1255
-1298,-105,-979
-1294,-37,-915
-1059,-27,-1321
-1294,58,-1184
-1475,224,-870
-1061,27,-1138
-1278,-15,-1202
-1260,-33,-712
-1284,158,-853
-632,46,-1151
-1374,68,-1159
-1362,40,-724
-938,-158,-1180
-1184,-11,-1268
-1462,-3,-808
-1469,-23,-976
-999,74,-1255
-1690,214,-1212
-1514,-74,-708
-1212,-15,-1180
-1262,171,-1095
-1510,169,-782
-1206,156,-778
-950,-54,-1220
-1311,-60,-1018
-1479,101,-749
-745,-218,-1196
-1241,-72,-1360
-1530,58,-812
-1235,-15,-1007
-1073,56,-1360
-1356,206,-1034
-1594,33,-862
-1048,-56,-1155
-1243,23,-1247
-1532,117,-724
-1188,-40,-862
-1112,78,-1155
-1473,101,-933
-1532,19,-813
-1257,-152,-1165
-1175,-247,-1198
-1594,-27,-870
-1300,234,-958
-837,99,-1360
-1344,158,-1139
-1192,19,-823
-829,-126,-1243
-974,3,-1167
-1075,-37,-794
-821,148,-895
-527,17,-1186
-938,113,-1026
-819,-54,-739
-394,-247,-1159
-595,-204,-1253
-720,121,-868
-396,99,-1032
-249,158,-1305
-544,64,-970
-427,3,-874
-39,-148,-1204
-398,-7,-1175
-357,39,-757
-70,66,-882
-40,46,-1087
-359,-1,-923
-138,-111,-860
19,-126,-1194
-214,-58,-1083
-167,48,-845
76,119,-1083
1,29,-1184
-232,13,-1011
21,27,-1005
99,-33,-1186
-132,-89,-1050
-31,33,-899
109,21,-1042
-80,23,-1110
-158,7,-962
-31,-62,-1013
42,-60,-1128
