x,y,z
7.0,39.0,-1028.0
7.0,-25.0,-1015.0
13.0,19.0,-1046.0
1.0,7.0,-1016.0
19.0,-5.0,-1034.0
5.0,31.0,-1032.0
13.0,-19.0,-1026.0
15.0,35.0,-1034.0
3.0,-5.0,-1028.0
15.0,15.0,-1034.0
3.0,23.0,-1015.0
15.0,-15.0,-1036.0
11.0,39.0,-1034.0
17.0,-13.0,-1018.0
9.0,33.0,-1036.0
3.0,5.0,-1016.0
19.0,1.0,-1036.0
9.0,31.0,-1032.0
19.0,-13.0,-1024.0
9.0,42.0,-1038.0
13.0,-7.0,-1007.0
17.0,19.0,-1036.0
0.0,5.0,-1028.0
21.0,-9.0,-1038.0
5.0,35.0,-1030.0
11.0,-13.0,-1028.0
9.0,27.0,-1052.0
7.0,0.0,-1022.0
15.0,7.0,-1048.0
7.0,40.0,-1024.0
17.0,-15.0,-1032.0
-5.0,40.0,-1038.0
3.0,-17.0,-1026.0
5.0,15.0,-1046.0
3.0,17.0,-1022.0
11.0,-5.0,-1050.0
5.0,31.0,-1036.0
15.0,-17.0,-1022.0
0.0,33.0,-1040.0
3.0,1.0,-1009.0
17.0,5.0,-1044.0
0.0,25.0,-1022.0
13.0,-15.0,-1030.0
3.0,33.0,-1040.0
0.0,-13.0,-1028.0
7.0,21.0,-1038.0
1.0,9.0,-1020.0
19.0,-13.0,-1030.0
3.0,31.0,-1032.0
7.0,-19.0,-1022.0
1.0,33.0,-1042.0
9.0,-3.0,-1013.0
11.0,7.0,-1042.0
-1.0,19.0,-1026.0
19.0,-19.0,-1030.0
1.0,37.0,-1034.0
9.0,-17.0,-1020.0
9.0,17.0,-1046.0
11.0,11.0,-1018.0
19.0,3.0,-1034.0
9.0,29.0,-1024.0
19.0,-23.0,-1030.0
11.0,31.0,-1040.0
9.0,-7.0,-1022.0
13.0,7.0,-1050.0
7.0,25.0,-1038.0
21.0,-9.0,-1034.0
9.0,33.0,-1040.0
11.0,-21.0,-1040.0
11.0,29.0,-1048.0
13.0,9.0,-1026.0
19.0,5.0,-1040.0
