x,y,z
27,17,-1018
27,11,-1013
15,11,-1015
29,7,-1015
29,19,-1036
29,25,-1018
19,9,-1020
23,17,-1030
25,7,-1024
23,1,-1036
23,23,-1028
33,7,-1020
15,1,-1020
37,17,-1020
11,15,-1022
25,9,-1015
25,21,-1038
31,19,-1011
15,7,-1024
27,11,-1030
3,9,-1022
21,25,-1003
19,7,-1034
23,11,-1036
31,23,-1013
27,13,-1015
29,17,-1020
21,-9,-1013
29,29,-1022
17,9,-1032
1,25,-1026
17,15,-1013
-5,17,-1032
13,3,-1018
5,15,-1020
11,19,-1032
11,5,-1026
25,31,-1018
15,-1,-1032
31,1,-1022
31,17,-1013
17,9,-1040
21,19,-1028
9,15,-1026
29,7,-1015
23,19,-1028
33,9,-1013
5,17,-1028
25,23,-1015
11,21,-1026
29,1,-1026
31,15,-1015
21,1,-1020
21,7,-1030
13,15,-1022
7,11,-1032
15,23,-1020
27,11,-1013
33,5,-1011
27,1,-1030
31,35,-1026
23,0,-1026
27,15,-1026
25,23,-1015
23,3,-1015
23,31,-1032
7,9,-1022
9,13,-1018
17,17,-1036
9,11,-1020
9,9,-1015
19,19,-1034
33,17,-1024
27,15,-1026
33,13,-1034
29,13,-1018
21,7,-1026
0,25,-1022
15,5,-1020
21,23,-1034
17,7,-1015
35,25,-1020
7,0,-1030
33,7,-1020
25,13,-1022
17,9,-1034
29,21,-1013
27,5,-1011
23,5,-1018
21,5,-1020
11,17,-1026
11,5,-1028
13,7,-1024
15,15,-1011
23,-7,-1026
40,17,-1026
15,0,-1015
17,7,-1020
27,19,-1024
13,7,-1018
23,7,-1013
31,5,-1042
-1,19,-1022
25,13,-1030
3,17,-1036
15,19,-1028
13,5,-1018
15,3,-1015
35,11,-1024
21,11,-1018
29,3,-1018
31,23,-1022
29,23,-1015
21,-5,-1016
9,13,-1015
15,0,-1018
21,25,-1034
11,25,-1020
13,37,-993
-1,21,-1024
13,3,-1015
23,11,-1028
15,7,-1024
31,7,-1013
25,27,-1018
27,29,-1011
25,19,-1020
17,17,-1026
-3,15,-1028
19,1,-1015
9,17,-1022
15,21,-1018
23,11,-1030
9,17,-1024
13,25,-1024
15,21,-1024
21,9,-1024
19,7,-1024
37,7,-1026
19,1,-1024
13,17,-1015
1,19,-1038
17,17,-1018
19,5,-1028
23,13,-1024
33,0,-1015
21,15,-1013
17,23,-1032
15,17,-1005
19,13,-1022
31,9,-1015
21,3,-1011
21,3,-1034
23,5,-1018
29,5,-1013
25,3,-1026
29,21,-1018
35,5,-1020
29,13,-1022
25,-9,-1030
37,1,-1024
37,0,-1018
31,3,-1013
35,13,-1024
17,-5,-1034
15,25,-1022
17,5,-1022
27,9,-1032
23,3,-1030
19,3,-1024
21,9,-1026
17,17,-1024
7,21,-1034
11,19,-1020
5,23,-1015
25,0,-1028
23,0,-1030
19,31,-1026
31,7,-1024
23,33,-1026
17,1,-1020
15,19,-1018
15,5,-1013
1,11,-1026
5,31,-1034
3,15,-1020
21,23,-1009
19,17,-1015
23,1,-1013
31,11,-1015
7,11,-1030
9,19,-1034
21,5,-1013
21,5,-1022
19,3,-1013
29,15,-1024
25,7,-1030
23,15,-1026
15,23,-1003
19,3,-1015
21,19,-1032
23,17,-1001
23,23,-1028
29,11,-1036
29,7,-1013
17,5,-1013
31,7,-1028
37,5,-1020
7,1,-1022
29,19,-1028
23,11,-1034
17,13,-1024
23,21,-1030
31,-1,-1036
11,15,-1042
29,-7,-1032
27,11,-1038
21,5,-1022
13,13,-1030
21,7,-1026
33,1,-1024
7,13,-1022
13,0,-1018
-1,1,-1018
17,-5,-1020
21,13,-1022
27,23,-1015
19,-1,-1026
31,27,-1040
31,11,-1013
15,13,-1013
23,23,-1020
21,1,-1005
19,37,-1030
23,13,-1015
15,13,-1026
19,21,-1018
11,25,-1020
21,11,-1018
17,13,-1026
17,29,-1020
33,23,-1013
21,31,-1022
19,7,-1026
-5,13,-1013
17,3,-1032
25,17,-1042
23,9,-1009
25,9,-1026
35,13,-1044
17,19,-1022
29,21,-1020
39,13,-1040
19,7,-1015
31,13,-1018
31,19,-1038
17,17,-1015
21,-1,-1018
25,15,-1026
17,7,-1030
25,27,-1020
23,31,-1034
21,11,-1015
7,11,-1026
5,-3,-1036
-7,11,-1038
23,-13,-1036
23,-5,-1046
29,-1,-1030
33,13,-1034
27,33,-1028
29,21,-1018
15,21,-1032
23,0,-1022
21,-13,-1015
33,-7,-1007
13,3,-1026
5,31,-1007
15,17,-1022
21,23,-1018
23,27,-1005
7,23,-1007
31,3,-1005
13,-5,-1026
21,0,-1013
7,15,-1022
15,29,-1009
13,19,-1024
21,29,-1020
-1,15,-1026
17,3,-1036
15,-5,-1028
27,-7,-1011
9,35,-1028
23,13,-1030
23,29,-1032
5,23,-1026
17,25,-1015
19,-1,-1018
21,-1,-1018
27,7,-1007
17,-7,-1026
13,35,-1042
17,48,-1018
25,42,-1026
15,7,-1026
27,7,-1013
33,7,-1011
19,-7,-1034
29,11,-1001
11,17,-1013
17,35,-1007
21,19,-1018
15,17,-1003
19,-5,-1022
25,-11,-1018
27,-11,-1005
17,-3,-1020
37,0,-1024
35,21,-1036
19,19,-1034
11,31,-1038
25,-1,-1038
9,-11,-1026
29,-31,-1022
23,-5,-1030
15,35,-1036
31,46,-1046
37,39,-1028
25,1,-1034
37,11,-1013
21,-1,-1013
21,1,-1026
13,25,-1022
13,48,-1028
7,40,-1009
25,40,-1009
7,23,-1013
27,13,-1001
27,-11,-1028
5,3,-1028
27,3,-1018
15,13,-1022
29,11,-1036
19,15,-1034
42,7,-1020
25,0,-1034
33,0,-1018
35,-7,-1015
31,-1,-1026
27,13,-1034
7,15,-1018
11,13,-1015
5,1,-1011
7,5,-1013
-1,1,-1001
11,27,-1028
21,11,-1026
15,33,-1024
7,35,-1015
35,29,-1028
23,25,-1022
11,27,-1032
29,17,-1030
1,13,-1048
5,37,-1032
15,52,-1028
21,25,-1026
15,11,-1022
27,-1,-1026
27,1,-1011
19,5,-1032
35,15,-1013
21,19,-1020
3,7,-1028
27,7,-1018
25,9,-1022
17,7,-1005
33,-11,-1005
19,17,-1018
33,-1,-1015
23,35,-1030
27,23,-1032
15,-1,-1026
27,0,-1028
15,-5,-1032
37,13,-1020
19,25,-1032
17,35,-1042
15,13,-1038
15,9,-1044
17,13,-1022
9,-1,-1026
19,15,-1026
25,0,-1030
27,25,-1032
29,23,-1015
31,37,-1028
25,17,-1022
35,-5,-1020
25,1,-1018
25,3,-1032
29,1,-1026
17,25,-1018
31,15,-1026
15,21,-1018
27,1,-1024
25,13,-1032
19,-5,-1026
9,13,-1024
9,7,-1015
5,7,-1015
17,27,-1018
13,9,-1026
-3,31,-1022
3,-1,-1001
15,3,-1020
33,-11,-1011
25,5,-1007
35,7,-1018
29,13,-1030
37,23,-1024
29,23,-1020
31,15,-1028
19,-7,-1024
7,0,-1036
27,17,-1030
15,25,-1028
3,17,-1028
35,-13,-1018
35,15,-1028
21,23,-1032
19,21,-1018
27,15,-1026
21,-1,-1024
7,-1,-1015
27,-13,-1007
25,15,-1003
21,25,-1048
21,39,-1013
15,7,-1018
19,-13,-1030
31,21,-1018
29,19,-1034
29,31,-1034
21,19,-1013
31,17,-1030
29,3,-1040
29,29,-1018
25,15,-1018
17,31,-1022
21,13,-1026
9,-1,-1022
17,1,-1013
0,21,-1018
3,29,-1034
-1,39,-1011
17,19,-1009
13,23,-1032
25,0,-997
19,17,-1003
7,9,-1046
13,25,-1034
17,37,-1009
21,-9,-1052
37,25,-1011
29,19,-1020
39,13,-1024
33,23,-1026
40,3,-1018
33,17,-1020
21,13,-1034
15,35,-1007
11,-3,-1013
1,9,-1015
7,23,-1005
15,19,-1022
21,25,-1022
29,7,-1022
33,17,-1005
31,-1,-1009
21,13,-1018
29,3,-1024
33,7,-1018
19,-5,-1032
29,-13,-1015
25,0,-1024
17,-13,-1040
21,11,-1030
0,35,-1024
9,5,-1020
7,1,-1036
7,-5,-1038
-1,0,-1015
29,7,-1036
25,19,-1036
13,15,-1018
29,13,-1030
37,7,-1028
9,1,-1022
21,29,-1022
21,7,-1018
9,15,-1009
7,15,-1011
23,9,-1018
0,0,-1013
9,23,-1024
27,23,-1007
19,-1,-1013
29,13,-1003
29,7,-1024
37,25,-1018
9,13,-1042
29,23,-1038
25,9,-1022
27,-5,-1024
21,-7,-1028
19,13,-1015
17,13,-1046
19,13,-1046
15,5,-1044
21,15,-1015
37,11,-1015
25,0,-1005
25,17,-1018
13,23,-1018
17,25,-1015
23,7,-1022
13,21,-1022
21,-9,-1020
23,17,-1028
29,15,-1032
35,31,-1042
25,29,-1046
31,37,-1038
35,23,-1020
33,19,-1028
17,1,-1026
25,-3,-1026
29,3,-1026
19,-11,-1011
11,13,-1015
9,27,-1032
15,21,-1028
17,29,-1015
19,5,-1013
9,-15,-1020
23,17,-1018
15,13,-1034
23,31,-1026
37,11,-1028
39,33,-1018
48,19,-1020
37,25,-1018
35,11,-1018
9,7,-1034
29,17,-1020
-7,13,-1038
17,5,-1013
-15,5,-1026
17,17,-1011
9,15,-1028
11,1,-1038
15,21,-1048
21,15,-1034
25,35,-1034
21,-5,-1030
29,1,-1036
15,3,-1022
31,-5,-1030
35,7,-1052
15,0,-1032
29,25,-1024
21,17,-1038
25,25,-1018
29,15,-1022
17,-1,-1024
23,-9,-1011
13,3,-1016
9,7,-1015
1,15,-1026
7,17,-1020
3,19,-1009
23,-5,-1003
21,-5,-1011
11,0,-1015
29,29,-1018
23,11,-1018
27,5,-1036
13,-11,-999
11,3,-1011
31,-1,-1028
13,1,-1020
21,5,-1020
21,7,-1022
27,9,-1015
23,33,-1026
39,17,-1009
29,35,-1022
35,13,-1018
21,7,-1026
29,0,-1013
35,23,-1024
1,17,-1018
29,13,-1009
0,15,-1048
15,1,-1022
13,29,-1022
15,3,-1032
27,7,-1022
29,17,-1011
29,17,-1011
31,11,-1022
25,23,-1024
15,0,-1026
31,11,-1030
19,1,-1020
29,17,-1026
37,7,-1020
35,27,-1034
35,3,-1013
25,15,-1020
23,7,-1030
7,0,-1024
29,-3,-1028
17,-3,-1026
27,19,-1026
23,17,-1026
29,23,-1015
27,9,-1018
9,25,-1026
15,35,-1028
0,3,-1007
17,1,-1024
29,-13,-1011
23,-7,-1013
29,25,-1022
29,25,-1028
11,17,-1011
33,23,-1018
21,13,-1032
21,-3,-1024
17,9,-1026
19,0,-1048
9,25,-1030
17,42,-1013
39,27,-1024
37,23,-997
13,17,-1030
19,3,-1044
15,-11,-1044
25,11,-1018
9,5,-1030
29,-5,-1011
21,44,-1015
29,31,-1030
11,15,-1011
17,1,-1015
23,-3,-1015
17,-17,-1003
29,17,-1018
21,29,-1034
37,29,-1020
29,27,-1028
27,0,-1042
11,5,-1030
29,21,-1020
33,5,-1038
19,13,-1048
23,31,-1011
25,29,-1024
13,1,-1034
33,13,-1018
11,13,-1028
19,5,-1020
15,13,-1015
11,3,-1028
15,21,-1018
9,19,-1011
7,7,-1020
15,7,-1026
15,17,-1030
15,17,-1028
13,3,-1015
15,3,-1011
21,9,-1034
29,33,-1020
37,25,-1020
37,5,-1022
37,1,-1028
37,13,-1001
29,13,-1024
27,-1,-1018
21,15,-1003
1,5,-1013
7,7,-1013
-11,11,-1022
-13,5,-1020
-3,17,-1048
11,35,-1048
19,27,-1026
17,17,-1032
31,23,-1046
31,21,-1052
37,-5,-1032
37,11,-1042
37,11,-1020
33,25,-1026
21,9,-1024
15,15,-1020
21,11,-1011
25,39,-1026
5,44,-1020
17,7,-999
7,19,-1007
17,7,-1011
15,13,-1005
11,23,-1028
17,11,-1044
35,19,-1013
11,0,-1028
13,-7,-1024
21,-11,-1018
13,0,-1032
15,23,-1042
15,5,-1028
15,19,-1040
29,-5,-1018
21,13,-1005
