x,y,z
54.0,210.0,-1153.0
121.0,204.0,-1057.0
-97.0,-115.0,-868.0
407.0,-345.0,-677.0
314.0,46.0,-1083.0
214.0,-105.0,-1188.0
497.0,-142.0,-1063.0
548.0,-17.0,-1116.0
447.0,300.0,-1237.0
730.0,296.0,-946.0
765.0,17.0,-757.0
614.0,-271.0,-936.0
595.0,-216.0,-1020.0
659.0,-183.0,-1065.0
702.0,-78.0,-1171.0
484.0,204.0,-1223.0
911.0,156.0,-1005.0
806.0,281.0,-890.0
913.0,-70.0,-911.0
1001.0,-7.0,-872.0
1057.0,-130.0,-911.0
899.0,-501.0,-1182.0
827.0,-89.0,-1223.0
1075.0,39.0,-1190.0
851.0,363.0,-1040.0
837.0,230.0,-974.0
1022.0,177.0,-976.0
1220.0,-244.0,-757.0
525.0,-284.0,-1114.0
999.0,-181.0,-1159.0
977.0,64.0,-1118.0
897.0,-7.0,-1038.0
687.0,472.0,-1124.0
1352.0,115.0,-1054.0
1114.0,-64.0,-876.0
732.0,-171.0,-833.0
977.0,-244.0,-1145.0
1249.0,-296.0,-1227.0
888.0,-80.0,-933.0
720.0,7.0,-1180.0
1245.0,345.0,-1292.0
1317.0,146.0,-1044.0
864.0,195.0,-774.0
1073.0,56.0,-960.0
1454.0,-322.0,-1009.0
878.0,-296.0,-1003.0
878.0,-52.0,-1077.0
1089.0,160.0,-1247.0
1167.0,167.0,-1188.0
747.0,189.0,-911.0
1091.0,91.0,-813.0
1341.0,-238.0,-972.0
905.0,-119.0,-919.0
618.0,-212.0,-1077.0
1229.0,-60.0,-1177.0
1013.0,17.0,-1163.0
698.0,261.0,-976.0
935.0,376.0,-962.0
1315.0,33.0,-882.0
780.0,-234.0,-831.0
616.0,-206.0,-880.0
1239.0,-99.0,-1257.0
993.0,-144.0,-1173.0
653.0,40.0,-931.0
1001.0,368.0,-1141.0
1423.0,167.0,-1200.0
800.0,19.0,-858.0
759.0,-204.0,-653.0
1048.0,-117.0,-1151.0
1028.0,-333.0,-1264.0
347.0,-121.0,-936.0
862.0,208.0,-1042.0
940.0,195.0,-1313.0
698.0,171.0,-907.0
530.0,19.0,-585.0
999.0,-101.0,-946.0
728.0,-343.0,-1177.0
216.0,-33.0,-909.0
595.0,37.0,-972.0
675.0,9.0,-1352.0
296.0,140.0,-1046.0
216.0,163.0,-825.0
681.0,93.0,-884.0
351.0,-218.0,-1057.0
52.0,-162.0,-763.0
294.0,-199.0,-1016.0
532.0,-181.0,-1130.0
-48.0,35.0,-1081.0
238.0,470.0,-763.0
489.0,204.0,-1059.0
314.0,-13.0,-927.0
158.0,-52.0,-661.0
275.0,-288.0,-755.0
400.0,-206.0,-1210.0
3.0,39.0,-989.0
21.0,35.0,-798.0
329.0,259.0,-1100.0
156.0,130.0,-1122.0
23.0,72.0,-523.0
304.0,1.0,-528.0
193.0,-273.0,-997.0
23.0,-146.0,-981.0
35.0,-66.0,-681.0
203.0,83.0,-942.0
19.0,199.0,-1210.0
58.0,173.0,-771.0
160.0,21.0,-493.0
249.0,-62.0,-870.0
-85.0,-113.0,-936.0
9.0,-101.0,-710.0
103.0,-144.0,-940.0
-83.0,33.0,-1095.0
-72.0,216.0,-829.0
150.0,269.0,-663.0
85.0,54.0,-800.0
15.0,-56.0,-712.0
0.0,-40.0,-546.0
169.0,-296.0,-1003.0
15.0,-115.0,-1028.0
-136.0,101.0,-765.0
203.0,93.0,-837.0
50.0,171.0,-1028.0
15.0,144.0,-650.0
199.0,-11.0,-519.0
122.0,-263.0,-810.0
31.0,-107.0,-1044.0
3.0,-11.0,-661.0
78.0,-5.0,-812.0
83.0,109.0,-1046.0
9.0,300.0,-829.0
230.0,-5.0,-435.0
132.0,-138.0,-772.0
11.0,-87.0,-870.0
66.0,-80.0,-737.0
126.0,-162.0,-784.0
-23.0,19.0,-1054.0
21.0,218.0,-927.0
144.0,169.0,-704.0
109.0,11.0,-655.0
74.0,72.0,-757.0
74.0,-181.0,-560.0
54.0,-163.0,-720.0
52.0,-136.0,-915.0
-39.0,66.0,-880.0
93.0,163.0,-735.0
80.0,87.0,-829.0
40.0,132.0,-661.0
121.0,23.0,-464.0
62.0,-238.0,-646.0
17.0,-162.0,-909.0
31.0,-95.0,-788.0
11.0,48.0,-753.0
64.0,107.0,-919.0
27.0,220.0,-798.0
91.0,101.0,-398.0
122.0,-76.0,-655.0
-29.0,-208.0,-776.0
9.0,-44.0,-739.0
46.0,-97.0,-714.0
-72.0,-17.0,-976.0
-3.0,191.0,-878.0
9.0,281.0,-677.0
60.0,5.0,-628.0
-29.0,-23.0,-790.0
-19.0,-13.0,-595.0
-17.0,-130.0,-778.0
1.0,-275.0,-958.0
-183.0,179.0,-905.0
21.0,109.0,-749.0
3.0,132.0,-835.0
-60.0,58.0,-728.0
44.0,80.0,-651.0
-27.0,-144.0,-667.0
-103.0,-210.0,-948.0
-60.0,17.0,-833.0
-89.0,40.0,-829.0
3.0,39.0,-935.0
-122.0,265.0,-909.0
83.0,107.0,-622.0
17.0,-27.0,-681.0
-35.0,-169.0,-765.0
0.0,-74.0,-845.0
9.0,-119.0,-784.0
-64.0,-42.0,-960.0
-21.0,162.0,-983.0
60.0,281.0,-817.0
66.0,52.0,-620.0
62.0,-27.0,-782.0
21.0,-146.0,-720.0
46.0,-124.0,-761.0
-1.0,-148.0,-948.0
-56.0,37.0,-987.0
52.0,204.0,-854.0
25.0,204.0,-817.0
95.0,-15.0,-730.0
62.0,42.0,-675.0
72.0,-81.0,-640.0
17.0,-183.0,-909.0
21.0,-163.0,-901.0
-50.0,99.0,-839.0
68.0,103.0,-878.0
29.0,89.0,-878.0
74.0,177.0,-609.0
111.0,46.0,-634.0
25.0,-216.0,-720.0
-15.0,-119.0,-823.0
64.0,-40.0,-747.0
-64.0,-9.0,-825.0
15.0,-1.0,-892.0
-3.0,296.0,-726.0
85.0,148.0,-521.0
68.0,-58.0,-653.0
-15.0,-122.0,-618.0
33.0,-40.0,-689.0
29.0,-212.0,-782.0
-160.0,-31.0,-819.0
17.0,148.0,-755.0
11.0,222.0,-733.0
9.0,54.0,-575.0
21.0,25.0,-579.0
25.0,-60.0,-571.0
-46.0,-204.0,-716.0
-1.0,-136.0,-767.0
-136.0,95.0,-761.0
54.0,52.0,-790.0
-124.0,238.0,-757.0
21.0,95.0,-571.0
42.0,29.0,-554.0
-33.0,-128.0,-585.0
-27.0,-204.0,-769.0
19.0,-109.0,-714.0
-115.0,52.0,-780.0
-42.0,83.0,-841.0
-81.0,181.0,-722.0
60.0,81.0,-550.0
-11.0,25.0,-585.0
13.0,-154.0,-636.0
-33.0,-70.0,-718.0
-7.0,-37.0,-771.0
-99.0,-31.0,-870.0
-27.0,68.0,-808.0
-31.0,214.0,-737.0
40.0,37.0,-634.0
29.0,-23.0,-655.0
31.0,-97.0,-624.0
9.0,-121.0,-802.0
21.0,-173.0,-899.0
-60.0,42.0,-911.0
9.0,146.0,-888.0
29.0,83.0,-913.0
21.0,33.0,-741.0
56.0,87.0,-747.0
40.0,-89.0,-749.0
-23.0,-148.0,-901.0
17.0,-140.0,-935.0
-56.0,44.0,-979.0
13.0,66.0,-1018.0
-11.0,109.0,-938.0
37.0,115.0,-772.0
46.0,-44.0,-823.0
-15.0,-81.0,-812.0
0.0,-163.0,-966.0
42.0,-171.0,-1036.0
-121.0,-25.0,-1151.0
7.0,48.0,-1149.0
23.0,271.0,-1179.0
52.0,48.0,-1147.0
56.0,-56.0,-1186.0
13.0,-154.0,-1212.0
21.0,-72.0,-1423.0
19.0,-23.0,-1551.0
-60.0,-33.0,-1577.0
64.0,-13.0,-1573.0
0.0,242.0,-1614.0
119.0,199.0,-1409.0
44.0,95.0,-1350.0
48.0,-66.0,-1307.0
-25.0,-271.0,-1460.0
13.0,-230.0,-1489.0
-148.0,89.0,-1444.0
-3.0,210.0,-1397.0
-103.0,130.0,-1360.0
-9.0,19.0,-1046.0
-29.0,48.0,-1054.0
-33.0,-109.0,-1009.0
-89.0,-247.0,-1124.0
-44.0,-142.0,-1065.0
-138.0,-101.0,-1139.0
-7.0,80.0,-1155.0
-52.0,351.0,-1032.0
138.0,78.0,-884.0
35.0,89.0,-870.0
160.0,-115.0,-774.0
58.0,-126.0,-958.0
152.0,-136.0,-1003.0
1.0,-40.0,-1057.0
85.0,83.0,-1100.0
64.0,234.0,-1100.0
109.0,199.0,-909.0
78.0,99.0,-876.0
91.0,-99.0,-909.0
-15.0,-158.0,-1106.0
15.0,-37.0,-1200.0
-122.0,-1.0,-1227.0
7.0,66.0,-1282.0
-107.0,283.0,-1262.0
52.0,214.0,-1052.0
-25.0,119.0,-1079.0
40.0,-195.0,-1134.0
-76.0,-121.0,-1268.0
37.0,-339.0,-1335.0
-142.0,7.0,-1376.0
-46.0,175.0,-1342.0
-31.0,273.0,-1346.0
3.0,89.0,-1145.0
-5.0,-42.0,-1161.0
7.0,-95.0,-1141.0
-31.0,-152.0,-1218.0
15.0,-253.0,-1290.0
-185.0,68.0,-1300.0
7.0,-31.0,-1352.0
-111.0,183.0,-1280.0
58.0,124.0,-1102.0
29.0,27.0,-1052.0
42.0,-181.0,-1036.0
3.0,-224.0,-1220.0
54.0,-152.0,-1239.0
-74.0,25.0,-1251.0
21.0,62.0,-1268.0
-13.0,279.0,-1300.0
81.0,183.0,-1065.0
31.0,46.0,-1011.0
72.0,-187.0,-1040.0
-1.0,-177.0,-1182.0
25.0,-189.0,-1214.0
-89.0,15.0,-1266.0
23.0,5.0,-1385.0
-85.0,366.0,-1276.0
56.0,146.0,-1091.0
11.0,42.0,-1116.0
70.0,-11.0,-1106.0
-1.0,-185.0,-1262.0
11.0,-273.0,-1344.0
-60.0,-95.0,-1391.0
-5.0,101.0,-1372.0
-1.0,224.0,-1372.0
74.0,89.0,-1223.0
