x,y,z
-163,173,-1106
-50,-76,-1063
42,-191,-1011
142,-158,-995
228,-169,-976
183,-111,-927
83,-25,-966
-21,142,-1026
-148,329,-1036
-158,206,-1097
-185,144,-1077
-56,-29,-1112
19,-177,-1022
152,-165,-997
228,-158,-985
201,-99,-923
124,-17,-938
-15,87,-1026
-148,292,-1079
-236,255,-1077
-154,163,-1087
-64,-25,-1079
33,-152,-1046
132,-212,-1009
214,-175,-976
199,-46,-966
128,-21,-948
-1,107,-966
-119,226,-1052
-214,261,-1108
-203,163,-1100
-91,-27,-1085
-25,-146,-1038
117,-165,-1001
251,-181,-954
224,-117,-936
126,-13,-981
21,105,-985
-130,265,-1018
-179,236,-1075
-199,177,-1106
-107,-29,-1083
-44,-158,-1054
101,-146,-1018
187,-183,-985
236,-76,-897
156,-72,-940
40,78,-989
-144,222,-1042
-183,228,-1100
-216,212,-1108
-87,33,-1071
-50,-128,-1015
128,-216,-1013
152,-203,-1022
195,-58,-936
140,-46,-944
60,33,-968
-132,230,-1040
-181,240,-1067
-191,171,-1130
-142,31,-1089
-56,-113,-1046
85,-177,-983
169,-187,-977
234,-124,-942
128,-66,-960
39,19,-977
-111,220,-1034
-167,275,-1083
-183,193,-1093
-119,29,-1083
-42,-107,-1065
78,-175,-1046
150,-193,-993
240,-95,-919
206,-70,-962
62,1,-954
-56,191,-1003
-183,218,-1100
-204,265,-1108
-136,54,-1075
-29,-66,-1022
66,-203,-1052
152,-208,-1005
206,-83,-944
247,-66,-952
97,48,-968
-52,169,-989
-140,259,-1063
-193,195,-1106
-185,93,-1116
-83,-48,-1061
54,-189,-1030
142,-163,-993
242,-78,-931
228,-122,-940
87,-35,-964
-37,183,-1030
-171,267,-1075
-160,220,-1079
-181,103,-1077
-56,-58,-1071
21,-163,-1048
126,-214,-999
191,-105,-968
261,-83,-929
158,-25,-935
13,146,-985
-56,208,-1087
-40,238,-1087
29,136,-1098
81,-25,-1079
271,-165,-1046
429,-208,-985
638,-177,-966
523,-113,-983
486,13,-942
374,171,-1003
423,208,-1022
271,203,-1112
281,208,-1063
429,9,-1056
691,-230,-1048
712,-214,-1034
792,-72,-936
938,-74,-870
997,-60,-936
827,39,-1005
556,275,-1044
642,302,-1042
886,193,-1126
913,-140,-1069
798,-119,-974
1036,-83,-977
1329,-117,-1034
1354,-245,-899
1034,-27,-917
1036,189,-956
1106,300,-1038
