x,y,z
-9.0,11.0,-1300.0
-50.0,-13.0,-1303.0
-48.0,115.0,-1317.0
11.0,144.0,-1317.0
17.0,39.0,-1374.0
-11.0,-189.0,-1319.0
-1.0,-128.0,-1241.0
9.0,177.0,-1225.0
19.0,165.0,-1305.0
-29.0,48.0,-1399.0
7.0,13.0,-1387.0
-56.0,-19.0,-1358.0
-37.0,89.0,-1370.0
39.0,220.0,-1372.0
31.0,142.0,-1387.0
19.0,-136.0,-1383.0
37.0,-171.0,-1341.0
-25.0,132.0,-1262.0
3.0,230.0,-1305.0
21.0,25.0,-1458.0
-17.0,3.0,-1376.0
-31.0,-27.0,-1251.0
-44.0,99.0,-1333.0
13.0,173.0,-1409.0
33.0,1.0,-1409.0
5.0,-242.0,-1337.0
1.0,-134.0,-1272.0
7.0,183.0,-1221.0
0.0,173.0,-1288.0
-5.0,29.0,-1407.0
19.0,-44.0,-1376.0
-39.0,-15.0,-1296.0
-17.0,70.0,-1294.0
17.0,132.0,-1313.0
40.0,89.0,-1358.0
40.0,-206.0,-1380.0
37.0,-158.0,-1282.0
-5.0,99.0,-1243.0
9.0,177.0,-1321.0
-7.0,52.0,-1432.0
7.0,60.0,-1391.0
-27.0,62.0,-1301.0
-42.0,29.0,-1331.0
29.0,121.0,-1354.0
50.0,87.0,-1419.0
60.0,-173.0,-1366.0
-7.0,-42.0,-1251.0
-17.0,169.0,-1229.0
-3.0,150.0,-1333.0
9.0,46.0,-1364.0
0.0,48.0,-1378.0
-31.0,-33.0,-1331.0
-31.0,-3.0,-1339.0
-15.0,128.0,-1333.0
46.0,160.0,-1403.0
95.0,-60.0,-1366.0
5.0,-83.0,-1202.0
-11.0,83.0,-1194.0
-5.0,7.0,-1346.0
-3.0,39.0,-1378.0
-27.0,103.0,-1360.0
-64.0,101.0,-1305.0
-52.0,-78.0,-1315.0
-1.0,7.0,-1315.0
35.0,70.0,-1391.0
74.0,-97.0,-1372.0
21.0,-44.0,-1270.0
15.0,95.0,-1198.0
19.0,103.0,-1300.0
5.0,35.0,-1348.0
31.0,130.0,-1339.0
-5.0,-56.0,-1364.0
-58.0,-134.0,-1374.0
-27.0,81.0,-1317.0
3.0,113.0,-1385.0
52.0,-5.0,-1348.0
70.0,-64.0,-1268.0
-27.0,150.0,-1241.0
29.0,146.0,-1337.0
-27.0,136.0,-1395.0
-13.0,121.0,-1382.0
-68.0,-105.0,-1356.0
-54.0,-74.0,-1305.0
-72.0,-15.0,-1362.0
33.0,-11.0,-1448.0
107.0,-97.0,-1409.0
17.0,-7.0,-1278.0
37.0,271.0,-1223.0
37.0,122.0,-1325.0
-9.0,89.0,-1360.0
40.0,68.0,-1391.0
-54.0,11.0,-1362.0
-25.0,-74.0,-1280.0
-7.0,-17.0,-1311.0
-9.0,64.0,-1421.0
27.0,-39.0,-1348.0
13.0,-103.0,-1260.0
-70.0,203.0,-1260.0
-27.0,74.0,-1259.0
-9.0,117.0,-1356.0
-7.0,154.0,-1378.0
1.0,44.0,-1352.0
-42.0,-101.0,-1325.0
35.0,-80.0,-1362.0
15.0,126.0,-1401.0
109.0,-40.0,-1307.0
33.0,-15.0,-1239.0
17.0,-17.0,-1282.0
-5.0,76.0,-1335.0
29.0,115.0,-1372.0
-35.0,146.0,-1360.0
-7.0,-62.0,-1374.0
-81.0,-97.0,-1378.0
13.0,91.0,-1341.0
3.0,236.0,-1405.0
64.0,-58.0,-1350.0
-37.0,-167.0,-1325.0
25.0,7.0,-1260.0
-7.0,193.0,-1305.0
-9.0,197.0,-1352.0
-1.0,64.0,-1364.0
