x,y,z
-1069.0,101.0,-1011.0
-1237.0,-144.0,-878.0
-1323.0,-595.0,-958.0
-1266.0,-310.0,-847.0
-1007.0,-132.0,-1011.0
-1670.0,232.0,-1245.0
-1200.0,351.0,-1028.0
-1719.0,232.0,-1132.0
-1132.0,113.0,-987.0
-1424.0,191.0,-1036.0
-1286.0,-372.0,-849.0
-1239.0,-214.0,-1052.0
-946.0,-365.0,-985.0
-1210.0,349.0,-1050.0
-1044.0,244.0,-1040.0
-913.0,513.0,-1143.0
-624.0,148.0,-1059.0
-251.0,1.0,-993.0
-290.0,-306.0,-970.0
5.0,-577.0,-915.0
33.0,-226.0,-970.0
-7.0,265.0,-1153.0
189.0,277.0,-1134.0
-64.0,191.0,-1141.0
413.0,224.0,-1067.0
245.0,294.0,-1179.0
273.0,-261.0,-827.0
290.0,-257.0,-763.0
199.0,-275.0,-1054.0
363.0,113.0,-1206.0
322.0,105.0,-977.0
162.0,226.0,-987.0
478.0,316.0,-981.0
324.0,165.0,-1069.0
452.0,-3.0,-886.0
519.0,-466.0,-854.0
484.0,-130.0,-1057.0
585.0,23.0,-1110.0
327.0,261.0,-1001.0
283.0,220.0,-1151.0
85.0,187.0,-1243.0
447.0,37.0,-966.0
-13.0,124.0,-751.0
474.0,-21.0,-890.0
-150.0,-13.0,-1147.0
728.0,-107.0,-1024.0
-179.0,146.0,-1286.0
534.0,52.0,-976.0
312.0,316.0,-895.0
691.0,-107.0,-753.0
646.0,93.0,-970.0
456.0,-124.0,-1098.0
759.0,-80.0,-1206.0
634.0,29.0,-1385.0
897.0,7.0,-1139.0
667.0,288.0,-802.0
771.0,80.0,-825.0
757.0,35.0,-987.0
739.0,-245.0,-1184.0
372.0,-109.0,-1112.0
527.0,-95.0,-1214.0
476.0,-37.0,-1159.0
749.0,218.0,-954.0
497.0,-101.0,-747.0
601.0,160.0,-839.0
667.0,-286.0,-1085.0
722.0,-81.0,-1091.0
380.0,-97.0,-1139.0
503.0,-27.0,-1097.0
454.0,99.0,-1149.0
894.0,119.0,-944.0
423.0,-35.0,-989.0
796.0,158.0,-923.0
482.0,-165.0,-1098.0
792.0,-74.0,-1048.0
331.0,-201.0,-1011.0
583.0,175.0,-968.0
357.0,269.0,-1065.0
696.0,117.0,-1034.0
488.0,162.0,-1003.0
507.0,-191.0,-888.0
486.0,15.0,-884.0
815.0,-415.0,-1003.0
374.0,-179.0,-1038.0
638.0,140.0,-911.0
415.0,165.0,-1032.0
771.0,302.0,-1223.0
667.0,5.0,-1018.0
591.0,136.0,-841.0
829.0,-76.0,-841.0
692.0,-353.0,-1048.0
911.0,-128.0,-935.0
392.0,-23.0,-1073.0
765.0,368.0,-1052.0
638.0,78.0,-1177.0
831.0,167.0,-954.0
591.0,-23.0,-948.0
755.0,-199.0,-911.0
802.0,-162.0,-1028.0
870.0,-380.0,-1042.0
564.0,39.0,-1026.0
751.0,185.0,-1011.0
638.0,347.0,-1147.0
936.0,160.0,-1079.0
425.0,81.0,-1013.0
833.0,76.0,-849.0
599.0,-244.0,-1091.0
923.0,-244.0,-1011.0
404.0,-54.0,-1046.0
587.0,242.0,-970.0
497.0,267.0,-1179.0
726.0,152.0,-1093.0
