x,y,z
11.0,21.0,-999.0
13.0,1.0,-1005.0
25.0,-5.0,-1003.0
21.0,7.0,-1005.0
37.0,1.0,-1020.0
33.0,35.0,-1013.0
33.0,7.0,-1018.0
35.0,33.0,-1003.0
39.0,7.0,-1011.0
35.0,21.0,-1005.0
27.0,25.0,-1018.0
19.0,-3.0,-1026.0
15.0,-7.0,-1018.0
19.0,-17.0,-1038.0
21.0,-3.0,-1034.0
25.0,40.0,-1018.0
37.0,48.0,-1024.0
27.0,40.0,-1036.0
33.0,0.0,-1022.0
21.0,-1.0,-1015.0
13.0,-13.0,-1026.0
17.0,-7.0,-1011.0
1.0,40.0,-1030.0
1.0,9.0,-1038.0
11.0,29.0,-1026.0
21.0,31.0,-1034.0
25.0,33.0,-1020.0
37.0,-3.0,-1018.0
29.0,23.0,-1034.0
35.0,0.0,-1018.0
25.0,21.0,-1020.0
35.0,35.0,-1026.0
31.0,25.0,-1022.0
37.0,15.0,-1007.0
29.0,11.0,-1011.0
23.0,-1.0,-1011.0
27.0,13.0,-1015.0
21.0,9.0,-1034.0
9.0,5.0,-1018.0
15.0,19.0,-1022.0
9.0,37.0,-1020.0
27.0,39.0,-1001.0
33.0,19.0,-1005.0
23.0,15.0,-1003.0
13.0,-29.0,-1026.0
9.0,31.0,-1015.0
21.0,21.0,-1026.0
9.0,25.0,-1022.0
19.0,19.0,-1018.0
23.0,0.0,-1022.0
21.0,9.0,-1020.0
21.0,3.0,-1030.0
7.0,17.0,-1022.0
9.0,-5.0,-1024.0
1.0,9.0,-1026.0
15.0,29.0,-1028.0
17.0,-5.0,-1026.0
13.0,17.0,-1015.0
33.0,-3.0,-1011.0
29.0,5.0,-1015.0
27.0,37.0,-1011.0
29.0,25.0,-1011.0
15.0,35.0,-1018.0
13.0,-19.0,-1026.0
21.0,-5.0,-997.0
23.0,0.0,-1020.0
29.0,52.0,-1011.0
33.0,48.0,-1013.0
33.0,17.0,-1020.0
31.0,11.0,-1022.0
31.0,-1.0,-1026.0
33.0,25.0,-1011.0
35.0,40.0,-1034.0
23.0,25.0,-1026.0
27.0,29.0,-1026.0
33.0,1.0,-1042.0
29.0,17.0,-1022.0
35.0,15.0,-1020.0
19.0,19.0,-1016.0
21.0,15.0,-1032.0
0.0,13.0,-1018.0
3.0,19.0,-1022.0
-11.0,-1.0,-1028.0
13.0,46.0,-1020.0
15.0,11.0,-1028.0
37.0,25.0,-1015.0
37.0,-3.0,-1011.0
35.0,9.0,-1009.0
31.0,21.0,-999.0
31.0,37.0,-1026.0
13.0,35.0,-1034.0
-1.0,21.0,-1036.0
19.0,-1.0,-1030.0
31.0,-1.0,-1042.0
35.0,7.0,-1040.0
37.0,29.0,-1022.0
44.0,9.0,-1013.0
29.0,42.0,-1011.0
39.0,33.0,-1011.0
15.0,42.0,-1005.0
