x,y,z
-11,25,-1018
-9,17,-1009
-9,19,-1016
-9,19,-1009
-7,9,-1016
-21,25,-1009
-25,25,-1011
-21,17,-1024
-9,25,-1011
-13,13,-1015
-11,23,-1011
-15,21,-1009
-17,11,-1015
-9,23,-1020
-13,17,-1016
-19,17,-1015
-19,27,-1016
-3,21,-1016
-21,25,-1011
-3,17,-1011
-19,17,-1015
-21,29,-1013
-15,17,-1020
-5,13,-1024
-17,19,-1011
-11,15,-1016
-23,27,-1005
-9,17,-1011
-19,11,-1016
-31,29,-1007
-21,15,-1011
-19,27,-1007
-15,27,-1013
-17,19,-1005
-29,29,-1026
-21,27,-1016
-17,23,-1011
-17,39,-1020
-17,15,-1007
-21,29,-1013
-17,31,-1003
-9,15,-1007
-13,27,-1016
-9,7,-1011
-21,9,-1020
-23,23,-1009
-25,21,-1013
-25,27,-1011
-15,21,-1015
-13,1,-1007
-13,25,-1016
-13,27,-1007
-15,23,-1011
-9,15,-1015
-9,17,-1015
-11,17,-1018
-19,25,-1013
-11,19,-1015
-9,25,-1016
-21,13,-1011
-21,11,-1020
-25,27,-1018
-17,15,-1009
-11,15,-1016
-11,19,-1011
0,5,-1013
-5,21,-1020
-21,29,-1028
-9,15,-1024
-21,15,-1016
-11,13,-1020
-11,15,-1020
-21,39,-1013
-7,17,-1015
-9,17,-1018
-25,21,-1009
-3,17,-1016
-13,25,-1015
-9,17,-1007
-13,19,-1016
-9,31,-1018
-21,21,-1018
-13,15,-1022
-11,19,-1020
-17,11,-1018
-17,19,-1018
-13,15,-1007
-19,19,-1015
-17,31,-1018
-23,9,-1015
-23,23,-1018
-23,13,-1009
-29,21,-1013
-19,35,-1015
-21,11,-1007
-13,15,-1015
-19,25,-1007
-13,11,-1013
-23,31,-1015
-17,11,-1016
-23,21,-1013
-15,21,-1007
-11,19,-1007
-15,17,-1013
-17,21,-1005
-11,5,-1007
-17,29,-1020
-17,19,-1015
-27,21,-1016
-9,29,-1016
-11,17,-1011
-3,15,-1015
-11,21,-1022
-17,15,-1011
-3,23,-1026
-17,21,-1005
0,11,-1011
-17,17,-1015
-13,19,-1007
-7,21,-1013
-7,29,-1016
-5,15,-1018
-9,17,-1018
-9,29,-1009
-17,7,-1013
-17,21,-1020
-7,15,-1015
-13,15,-1028
-13,31,-1015
-15,11,-1011
-7,23,-1009
-5,13,-1007
-9,13,-1013
-11,37,-1018
-17,27,-1007
-11,25,-1007
-3,27,-1016
-11,13,-1015
-11,29,-1018
-21,31,-1013
-21,15,-1018
-13,21,-1016
-17,17,-1011
-13,15,-1013
-13,39,-1007
-15,13,-1007
-15,27,-1016
-19,35,-1015
-15,19,-1018
-21,29,-1016
-27,25,-1020
-15,17,-1009
-7,27,-1011
-13,7,-1015
-5,29,-1016
-7,25,-1022
-21,9,-1018
-15,23,-1013
-15,13,-1011
-15,13,-1015
-17,37,-1018
-7,11,-1024
-17,23,-1013
-25,15,-1016
-11,13,-1015
-19,27,-1020
-15,13,-1011
-19,13,-1020
-11,35,-1016
-3,17,-1015
-21,29,-1011
-21,17,-1016
-19,9,-1015
-31,25,-1018
-27,17,-1020
-21,17,-1016
-21,25,-1013
-17,7,-1007
-23,27,-1018
-11,19,-1005
-15,9,-1007
-19,23,-1013
-11,17,-1009
-9,9,-1016
-21,25,-1007
-25,17,-1016
-21,29,-1011
-21,19,-1011
-17,11,-1011
-25,21,-1013
-13,17,-1015
-17,25,-1015
-21,19,-1013
-11,11,-1011
-19,19,-1020
-19,29,-1007
-21,19,-1015
-9,29,-1015
-13,17,-1009
-15,13,-1003
-15,33,-1003
-15,17,-1020
-11,29,-1013
-11,19,-1015
-7,15,-1013
-15,29,-1007
-21,19,-1009
-11,23,-1015
-13,31,-1022
-7,19,-1016
-21,25,-1009
-21,21,-1007
-17,5,-1013
-11,23,-1016
-19,25,-1011
-11,19,-1016
-19,40,-1018
-13,9,-1013
-17,27,-1016
-1,31,-1020
-9,40,-1022
-3,21,-1013
-9,19,-1015
-21,25,-1018
-11,23,-1016
-19,25,-1024
-21,37,-1016
