x,y,z
-11,33,-1011
-17,23,-1024
-13,37,-1003
-13,3,-1018
-27,39,-1016
-1,35,-1015
-13,21,-1015
-13,39,-1018
-7,5,-1018
-9,37,-1015
-15,31,-1015
-7,21,-1015
-15,33,-1005
-3,13,-1013
-17,39,-1020
-21,39,-1009
0,17,-1030
-17,40,-1009
-13,3,-1005
-13,44,-1011
-17,40,-1016
-13,15,-1015
-17,37,-1009
-13,15,-1016
-11,15,-1018
-13,56,-1013
0,25,-1013
-11,46,-1018
-5,13,-1013
-7,15,-1028
-25,44,-1018
-13,23,-1013
-15,42,-1011
-11,19,-1009
-15,17,-1005
-9,42,-1015
-19,31,-1016
-9,33,-1015
-15,19,-1009
-1,11,-1020
-19,40,-1007
-9,35,-1015
-11,42,-1022
-9,19,-1009
-7,5,-1005
-19,33,-1018
-3,21,-1015
-7,44,-1015
-11,29,-1015
0,13,-1016
-13,35,-1009
-9,21,-1009
-3,39,-1005
-11,27,-1009
-5,9,-1016
-17,33,-1015
-31,21,-1022
-5,31,-1015
-19,31,-1015
-1,13,-1015
-15,39,-1011
-5,23,-1016
-11,29,-1009
-21,31,-1018
-7,9,-1016
-21,25,-1009
-17,23,-1007
-11,33,-1011
-23,39,-1013
-1,15,-1018
-21,35,-1011
-19,33,-1015
-15,31,-1011
-19,40,-1011
-9,15,-1011
-7,31,-1022
-5,27,-1013
-23,31,-1013
-17,39,-1020
-3,19,-1011
-9,33,-1013
-11,37,-1015
-5,21,-1015
-9,44,-1013
-17,11,-1013
-11,25,-1009
-17,40,-1015
-5,35,-1013
-11,40,-1016
-11,11,-1007
-9,13,-1013
-11,25,-1018
-13,35,-1015
-13,39,-1013
-17,25,-1003
-5,15,-1018
-3,27,-1022
0,29,-1015
-7,42,-1016
-9,23,-1018
0,25,-1015
-9,31,-1016
-3,21,-1013
-15,42,-1009
-3,21,-1026
-5,19,-1013
-19,27,-1016
-11,33,-1015
-15,44,-1011
-7,33,-1018
-9,13,-1026
-13,25,-1013
-11,19,-1024
-7,42,-1007
-23,27,-1018
-5,15,-1015
-19,35,-1022
-21,15,-1024
-17,40,-1013
-15,33,-1020
-19,15,-1013
-21,25,-1011
-15,13,-1022
-13,42,-1009
-11,35,-1016
-7,13,-1009
-11,27,-1005
-5,3,-1015
-17,33,-1016
-15,19,-1015
-9,19,-1016
-15,31,-1015
-19,15,-1018
-11,44,-1013
-17,35,-1018
-13,21,-1009
-13,19,-1011
-17,21,-1016
-9,35,-1005
-21,37,-1016
-11,19,-1024
-17,31,-1009
-21,29,-1016
-11,35,-1007
-17,39,-1016
-5,15,-1022
-1,31,-1016
-15,13,-1018
-13,35,-1020
-17,35,-1016
-3,17,-1018
-21,25,-1013
-17,11,-1013
-21,27,-1009
-17,44,-1011
-9,21,-1015
-21,27,-1009
-19,19,-1009
-5,29,-1015
-5,37,-1016
-17,19,-1018
-9,29,-1011
-7,13,-1015
-11,25,-1011
-13,42,-1016
-11,33,-1007
-15,29,-1022
-9,21,-1011
0,15,-1016
17,48,-1013
31,29,-1016
40,35,-1011
23,-1,-1020
0,15,-1038
-19,46,-1036
-33,40,-1042
-56,29,-1003
-33,3,-993
-15,62,-981
411,83,-917
72,148,-1030
271,-66,-976
833,40,-917
610,80,-1100
995,60,-995
823,-29,-1163
1081,1,-1024
962,78,-1110
1126,31,-1063
1268,-64,-919
1050,91,-1081
1186,58,-1067
993,70,-1032
1257,-27,-968
938,17,-999
1138,68,-845
997,27,-966
968,60,-835
944,-27,-849
