x,y,z
70.0,240.0,-1026.0
89.0,95.0,-1179.0
244.0,-113.0,-1149.0
111.0,-144.0,-1052.0
103.0,-80.0,-933.0
130.0,76.0,-993.0
-103.0,87.0,-1052.0
-115.0,66.0,-1126.0
-150.0,-68.0,-1173.0
-111.0,60.0,-1182.0
50.0,167.0,-1200.0
72.0,35.0,-1212.0
185.0,13.0,-1100.0
187.0,-160.0,-976.0
78.0,-119.0,-962.0
103.0,62.0,-1048.0
-74.0,310.0,-1212.0
-95.0,60.0,-1280.0
-150.0,-64.0,-1266.0
-128.0,-21.0,-1192.0
3.0,101.0,-1095.0
44.0,216.0,-1110.0
128.0,-29.0,-1171.0
83.0,-187.0,-1015.0
27.0,-218.0,-909.0
33.0,-46.0,-1011.0
-95.0,255.0,-1106.0
-126.0,204.0,-1122.0
-158.0,78.0,-1130.0
-91.0,58.0,-1167.0
-60.0,-23.0,-1141.0
21.0,-13.0,-1151.0
156.0,-58.0,-1083.0
56.0,-189.0,-962.0
93.0,-171.0,-839.0
58.0,101.0,-919.0
-154.0,343.0,-1071.0
-60.0,193.0,-1167.0
-181.0,-40.0,-1155.0
-185.0,62.0,-1118.0
80.0,40.0,-1161.0
40.0,62.0,-1122.0
76.0,-95.0,-1061.0
204.0,-195.0,-1128.0
25.0,-19.0,-979.0
142.0,199.0,-894.0
-40.0,419.0,-1130.0
-144.0,226.0,-1202.0
-111.0,-56.0,-1093.0
-173.0,95.0,-1097.0
-7.0,33.0,-1175.0
117.0,17.0,-1221.0
115.0,-25.0,-1018.0
175.0,-210.0,-962.0
119.0,-27.0,-909.0
21.0,220.0,-862.0
-37.0,206.0,-1054.0
-85.0,124.0,-1237.0
-130.0,-1.0,-1147.0
-62.0,76.0,-1042.0
-29.0,253.0,-1056.0
83.0,19.0,-1071.0
93.0,-162.0,-1011.0
124.0,-384.0,-995.0
103.0,-146.0,-938.0
46.0,68.0,-954.0
-13.0,187.0,-1069.0
-64.0,119.0,-1149.0
-124.0,93.0,-1091.0
-72.0,93.0,-1126.0
17.0,93.0,-1188.0
52.0,81.0,-1161.0
160.0,-163.0,-1067.0
126.0,-365.0,-1065.0
81.0,-144.0,-880.0
40.0,259.0,-862.0
-44.0,226.0,-1083.0
-109.0,11.0,-1255.0
-203.0,70.0,-1157.0
-121.0,23.0,-1145.0
-27.0,81.0,-1173.0
31.0,72.0,-1149.0
124.0,-115.0,-1071.0
62.0,-179.0,-1020.0
