x,y,z
5,11,-1030
9,-13,-1050
-9,31,-1028
1,-35,-1044
-1,31,-1028
9,-3,-1016
19,11,-1038
3,17,-1009
7,-19,-1048
-7,37,-1024
1,-21,-1026
13,23,-1036
17,-3,-1024
5,-1,-1052
-15,29,-1032
-9,-17,-1044
-7,31,-1024
11,-17,-1028
9,13,-1040
7,5,-1026
7,-11,-1048
-17,37,-1015
1,-27,-1032
0,35,-1040
15,-5,-1016
13,3,-1044
-3,17,-1030
13,-13,-1038
-3,40,-1026
0,-21,-1030
15,23,-1032
7,-5,-1022
13,-9,-1046
-7,23,-1028
-1,-25,-1048
-9,37,-1030
7,-9,-1022
11,3,-1034
17,9,-1020
17,-19,-1048
-21,33,-1028
-9,-15,-1036
9,35,-1038
9,0,-1024
19,-7,-1044
0,23,-1026
11,-13,-1038
-5,29,-1038
-1,-23,-1024
11,17,-1034
9,13,-1024
21,-3,-1052
-9,29,-1032
3,-35,-1044
3,27,-1038
11,-11,-1018
17,11,-1040
7,25,-1018
7,-17,-1034
-1,21,-1028
13,-25,-1032
9,19,-1040
9,-5,-1030
15,-3,-1054
3,23,-1030
13,-27,-1038
7,35,-1032
1,-11,-1030
11,15,-1036
9,7,-1022
17,-13,-1038
-7,39,-1026
7,-11,-1030
9,23,-1030
7,-3,-1013
21,-5,-1050
-11,23,-1030
-7,-27,-1038
-15,27,-1018
3,-13,-1026
11,15,-1036
19,11,-1028
17,-7,-1050
-17,35,-1030
-3,-23,-1050
-7,27,-1034
1,-15,-1015
17,15,-1046
5,11,-1018
21,-17,-1046
-5,39,-1028
-3,-25,-1052
-11,27,-1044
5,0,-1016
19,3,-1038
0,25,-1024
-9,-17,-1048
-9,37,-1030
11,-11,-1007
17,13,-1038
-3,3,-1018
-9,-9,-1057
-13,39,-1026
5,-23,-1030
7,33,-1030
21,-5,-1024
9,3,-1038
-9,27,-1026
3,-15,-1044
-7,31,-1028
15,-29,-1026
0,19,-1044
-11,0,-1028
-7,0,-1046
-17,27,-1018
9,-27,-1034
11,25,-1030
1,-11,-1032
-13,15,-1046
-13,15,-1015
1,-19,-1042
0,29,-1011
19,-19,-1034
-1,31,-1042
9,0,-1024
17,1,-1044
1,23,-1032
7,-21,-1046
-7,35,-1026
3,-5,-1036
11,15,-1030
17,-1,-1009
27,-15,-1046
0,33,-1028
3,-21,-1034
-5,27,-1048
7,-9,-1011
21,13,-1040
5,15,-1016
23,-19,-1044
3,35,-1034
19,-17,-1028
11,17,-1034
15,3,-1024
19,-1,-1048
3,21,-1026
15,-29,-1044
13,23,-1034
19,-11,-1018
21,21,-1040
15,5,-1020
19,-25,-1052
-5,31,-1034
-5,-21,-1032
3,19,-1032
9,-7,-1022
17,-5,-1044
-1,31,-1026
17,-13,-1036
-5,39,-1026
17,-23,-1030
5,9,-1034
0,3,-1026
3,-9,-1046
-7,29,-1026
-3,-15,-1038
-7,29,-1022
1,-11,-1015
17,3,-1044
-7,17,-1022
1,-9,-1050
-21,37,-1024
-13,-25,-1024
-3,25,-1034
-7,0,-1016
5,1,-1038
-15,23,-1020
-1,-27,-1038
-15,29,-1022
5,-15,-1024
21,7,-1038
-3,7,-1015
9,0,-1046
-3,27,-1030
11,-29,-1034
3,29,-1022
0,-13,-1024
13,7,-1046
-3,23,-1009
19,-29,-1038
1,37,-1024
25,-29,-1030
17,9,-1042
0,9,-1034
-1,-5,-1059
-23,27,-1022
15,-25,-1024
15,37,-1036
21,-15,-1040
17,13,-1059
9,9,-1020
19,-5,-1044
11,31,-1026
21,-21,-1034
9,23,-1048
11,1,-1034
9,-1,-1044
1,25,-1018
9,-21,-1046
-1,35,-1028
9,-15,-1026
17,13,-1034
5,7,-1028
0,-5,-1040
-7,29,-1026
19,-11,-1040
11,35,-1032
27,-5,-1024
3,7,-1044
-19,15,-1028
-7,-7,-1054
-13,37,-1028
3,-17,-1034
13,15,-1038
13,0,-1013
3,-7,-1048
-17,27,-1018
5,-15,-1042
7,40,-1024
17,-11,-1020
17,13,-1036
3,9,-1011
5,-19,-1050
-21,25,-1032
0,-25,-1040
5,23,-1032
7,-3,-1018
17,5,-1034
-5,21,-1020
21,-15,-1050
1,29,-1032
11,-19,-1030
7,21,-1040
-7,3,-1026
7,-5,-1046
-3,23,-1030
15,-25,-1048
0,39,-1030
-1,-17,-1024
3,7,-1036
1,7,-1022
21,-15,-1044
-7,44,-1030
9,-35,-1034
-1,17,-1046
-1,-9,-1024
0,1,-1052
-7,21,-1020
17,-29,-1036
11,27,-1024
21,-33,-1028
9,13,-1050
-5,11,-1018
17,-7,-1052
-5,31,-1022
21,-23,-1034
11,19,-1044
9,-9,-1026
3,5,-1034
1,13,-1024
21,-21,-1056
3,33,-1038
9,-23,-1042
9,21,-1046
-5,1,-1015
11,-3,-1044
3,33,-1024
19,-21,-1038
11,33,-1030
17,-3,-1030
0,11,-1048
-5,9,-1013
15,-7,-1040
9,42,-1024
9,-19,-1038
9,27,-1032
7,-3,-1024
-3,3,-1052
-15,29,-1018
7,-11,-1034
1,33,-1028
25,-15,-1028
5,23,-1036
-25,17,-1032
-17,-9,-1048
-25,29,-1015
11,-21,-1030
3,25,-1026
7,-3,-1020
7,3,-1044
-19,25,-1016
-3,-21,-1046
-13,27,-1028
9,-21,-1032
9,27,-1038
-7,1,-1028
-1,-5,-1044
-3,23,-1016
17,-29,-1028
9,33,-1032
-3,-13,-1036
-5,11,-1050
-5,3,-1026
17,-15,-1040
7,29,-1022
17,-29,-1038
13,15,-1028
11,-19,-1022
21,1,-1040
58,15,-1013
109,-25,-1040
117,37,-1005
222,-13,-1026
251,-5,-1061
257,11,-1044
284,11,-1034
439,1,-1020
488,-15,-1079
374,19,-1024
468,-35,-1020
597,-1,-1071
519,42,-1040
519,-15,-981
757,-39,-999
817,-23,-1048
669,78,-979
827,-56,-968
1003,-76,-1075
825,68,-1052
767,-27,-952
1030,-27,-1001
1057,-21,-1095
810,42,-985
841,-48,-938
1122,-37,-1073
1001,70,-1079
845,-9,-931
1155,-105,-962
1175,50,-1116
950,48,-1011
1001,-39,-948
1296,-121,-1067
1130,42,-1145
905,50,-966
1210,-148,-989
1245,-7,-1175
935,37,-1069
923,-3,-919
1298,-27,-1097
1184,50,-1198
812,42,-983
1249,-154,-950
1423,-29,-1118
1038,27,-1071
1136,17,-870
1528,-64,-1073
1391,-40,-1190
1139,81,-991
1407,-224,-991
1487,-128,-1198
1134,144,-1108
1069,89,-862
1383,-58,-1038
1214,33,-1194
1005,-76,-933
1319,-163,-921
1465,3,-1032
1173,169,-1065
1301,-52,-843
1586,-109,-1046
1344,-19,-1106
1061,195,-977
1278,-5,-1091
1321,-105,-1116
1085,31,-1036
1071,-126,-815
1329,44,-1003
1292,13,-1214
1089,-15,-1114
1179,11,-966
1544,11,-1032
1145,29,-1071
1300,-111,-735
1516,17,-921
1342,7,-1231
1128,144,-1091
1333,58,-1030
