x,y,z
5,7,-1020
13,-11,-1040
3,46,-1020
3,-37,-1034
13,42,-1038
9,-37,-1020
17,21,-1054
5,7,-1030
19,-13,-1046
9,37,-1036
21,-40,-1028
9,46,-1052
11,-27,-1020
13,21,-1048
13,15,-1016
21,-27,-1040
0,48,-1036
11,-44,-1020
0,48,-1050
3,-19,-1016
19,5,-1048
-5,15,-1028
7,-23,-1034
1,40,-1038
19,-37,-1018
7,42,-1050
5,-17,-1016
13,3,-1044
-3,23,-1026
19,-31,-1032
9,44,-1030
5,-39,-1016
9,37,-1044
5,-1,-1016
13,13,-1044
5,29,-1020
11,-25,-1026
9,48,-1040
15,-23,-1015
7,29,-1046
3,0,-1016
9,0,-1044
-7,37,-1032
19,-29,-1028
13,52,-1044
11,-25,-1015
9,40,-1046
-1,13,-1028
9,0,-1040
1,40,-1026
13,-23,-1030
11,50,-1036
7,-27,-1018
0,35,-1044
9,5,-1028
19,-11,-1042
5,37,-1016
19,-33,-1032
17,46,-1036
9,-19,-1020
15,23,-1048
9,9,-1022
19,-11,-1046
0,50,-1030
13,-37,-1028
9,44,-1046
9,-11,-1016
15,13,-1046
7,29,-1016
19,-15,-1032
11,46,-1040
15,-35,-1015
15,39,-1038
11,-3,-1018
17,9,-1052
0,27,-1024
15,-23,-1040
7,39,-1028
11,-40,-1020
7,37,-1048
9,-19,-1013
17,7,-1038
1,25,-1030
9,-37,-1034
0,42,-1042
9,-35,-1013
11,35,-1040
9,0,-1022
13,0,-1040
5,25,-1020
9,-21,-1022
-1,46,-1040
15,-29,-1020
0,37,-1048
1,3,-1013
17,-5,-1040
9,27,-1032
15,-27,-1034
0,42,-1046
5,-19,-1009
-3,29,-1040
7,5,-1015
9,-3,-1032
0,39,-1022
19,-19,-1020
1,46,-1040
9,-13,-1018
13,21,-1038
3,3,-1016
17,-1,-1044
5,37,-1030
13,-23,-1026
13,46,-1050
9,-19,-1016
19,27,-1038
13,23,-1024
19,-15,-1030
9,42,-1030
15,-37,-1038
15,44,-1044
9,-17,-1022
15,17,-1048
9,17,-1015
13,-19,-1044
9,42,-1040
13,-37,-1026
13,46,-1050
11,-15,-1028
19,11,-1050
5,19,-1028
21,-25,-1038
13,50,-1050
9,-31,-1028
17,35,-1048
9,-17,-1024
13,-1,-1038
9,29,-1024
17,-29,-1022
1,46,-1038
3,-37,-1022
5,33,-1059
9,1,-1016
13,-7,-1038
9,27,-1024
1,-29,-1028
9,40,-1044
7,-17,-1024
13,33,-1056
3,0,-1022
19,-5,-1036
7,37,-1036
9,-29,-1036
1,40,-1036
11,-15,-1011
13,33,-1040
-3,9,-1016
13,-5,-1040
-5,42,-1032
21,-27,-1016
3,46,-1044
9,-21,-1020
15,21,-1040
1,19,-1020
13,-9,-1030
7,40,-1036
11,-27,-1022
13,40,-1046
3,-13,-1016
9,23,-1046
9,25,-1018
19,-19,-1040
11,42,-1036
15,-42,-1028
13,40,-1044
13,-17,-1026
19,11,-1050
9,25,-1030
11,-19,-1040
3,52,-1040
13,-37,-1018
13,33,-1044
9,-15,-1028
3,7,-1056
5,33,-1030
19,-29,-1036
13,44,-1044
11,-39,-1015
13,27,-1048
7,3,-1020
19,-7,-1038
17,37,-1032
19,-33,-1036
1,44,-1040
19,-27,-1020
15,21,-1044
7,1,-1026
21,-3,-1046
1,33,-1024
21,-33,-1022
-1,46,-1046
13,-29,-1016
11,29,-1044
7,13,-1020
19,0,-1032
1,46,-1028
7,-29,-1022
-1,42,-1050
9,-21,-1015
11,27,-1056
1,13,-1026
17,-5,-1024
5,39,-1032
13,-33,-1028
-1,46,-1046
7,-9,-1024
5,19,-1052
9,19,-1018
9,-13,-1038
1,46,-1028
7,-35,-1020
0,44,-1034
5,-5,-1022
11,7,-1044
7,21,-1015
19,-17,-1034
1,42,-1040
19,-25,-1022
11,33,-1044
-1,-7,-1015
3,17,-1040
5,37,-1032
19,-25,-1036
-1,48,-1046
3,-31,-1028
9,44,-1052
7,-7,-1015
17,0,-1036
9,29,-1020
13,-27,-1024
5,46,-1038
9,-21,-1030
17,29,-1044
1,0,-1030
19,-15,-1034
0,42,-1032
13,-27,-1022
13,48,-1046
13,-27,-1022
19,23,-1048
7,11,-1018
17,-7,-1048
7,35,-1032
11,-21,-1016
13,27,-1042
9,-15,-1020
15,23,-1048
13,13,-1022
15,-9,-1036
5,39,-1038
9,-27,-1024
15,48,-1040
1,-19,-1016
17,9,-1040
3,19,-1022
17,-25,-1032
9,46,-1050
11,-33,-1024
0,42,-1044
1,-13,-1020
13,9,-1038
3,23,-1022
13,-15,-1024
1,44,-1036
17,-39,-1022
9,39,-1044
13,0,-1015
11,7,-1034
9,29,-1022
3,-23,-1038
1,40,-1040
11,-23,-1022
5,33,-1044
11,0,-1013
9,5,-1040
-1,37,-1032
11,-29,-1022
-3,48,-1034
13,-25,-1018
15,29,-1036
3,9,-1026
17,-1,-1046
7,33,-1022
11,-23,-1028
11,42,-1046
9,-21,-1020
13,27,-1054
3,17,-1030
11,-9,-1042
13,35,-1028
17,-37,-1030
9,42,-1036
9,-19,-1022
9,25,-1044
7,5,-1022
21,-5,-1046
9,35,-1036
15,-31,-1020
11,50,-1040
13,-19,-1022
13,17,-1044
13,23,-1028
7,-15,-1028
3,44,-1036
13,-37,-1020
11,40,-1040
15,-11,-1013
15,15,-1046
9,17,-1022
21,-21,-1038
9,37,-1042
13,-29,-1026
3,40,-1048
5,-3,-1018
15,3,-1048
5,25,-1022
11,-33,-1032
-9,42,-1040
19,-33,-1018
13,39,-1040
7,9,-1015
15,5,-1038
0,27,-1028
15,-25,-1032
3,40,-1034
5,-23,-1015
15,37,-1042
7,1,-1016
17,1,-1036
9,37,-1034
19,-23,-1028
11,35,-1046
1,-21,-1020
7,29,-1052
11,7,-1022
13,-3,-1040
5,31,-1032
5,-39,-1022
1,39,-1034
13,-19,-1022
13,23,-1050
15,15,-1022
21,-7,-1036
13,44,-1032
19,-29,-1026
9,40,-1044
9,-17,-1015
19,21,-1036
13,23,-1020
17,-15,-1034
-3,44,-1030
5,-33,-1020
5,33,-1032
3,-11,-1009
13,21,-1038
-11,19,-1028
9,-9,-1028
0,37,-1026
0,-27,-1022
9,39,-1040
0,-5,-1015
15,7,-1040
3,29,-1028
17,-15,-1030
0,46,-1038
15,-19,-1018
