x,y,z
66.0,-33.0,-942.0
81.0,46.0,-960.0
-31.0,15.0,-1179.0
3.0,52.0,-1087.0
95.0,-68.0,-923.0
0.0,89.0,-1036.0
-25.0,-187.0,-1208.0
7.0,286.0,-940.0
60.0,-152.0,-1001.0
-85.0,99.0,-1136.0
91.0,-89.0,-1073.0
37.0,216.0,-919.0
52.0,-162.0,-1163.0
-46.0,89.0,-1138.0
109.0,3.0,-946.0
44.0,54.0,-977.0
23.0,-56.0,-1214.0
1.0,48.0,-1048.0
80.0,115.0,-845.0
13.0,-152.0,-1188.0
-13.0,140.0,-1102.0
95.0,-150.0,-933.0
-35.0,175.0,-1011.0
-66.0,-167.0,-1227.0
97.0,195.0,-894.0
42.0,-99.0,-974.0
5.0,-31.0,-1190.0
-50.0,191.0,-1054.0
50.0,-142.0,-938.0
-109.0,163.0,-1192.0
122.0,-191.0,-1097.0
99.0,247.0,-792.0
97.0,-220.0,-1257.0
-136.0,140.0,-1136.0
144.0,70.0,-833.0
39.0,-191.0,-1116.0
35.0,230.0,-1155.0
124.0,-193.0,-866.0
11.0,140.0,-1038.0
134.0,-85.0,-1235.0
171.0,87.0,-806.0
111.0,25.0,-1106.0
308.0,-199.0,-1196.0
236.0,318.0,-853.0
400.0,-284.0,-1132.0
201.0,234.0,-1165.0
566.0,-33.0,-946.0
384.0,-132.0,-1083.0
470.0,240.0,-1145.0
595.0,-273.0,-960.0
548.0,195.0,-1069.0
404.0,23.0,-1165.0
716.0,-122.0,-870.0
774.0,113.0,-1073.0
722.0,-113.0,-1098.0
616.0,156.0,-815.0
837.0,-126.0,-1229.0
749.0,-74.0,-1050.0
829.0,269.0,-833.0
845.0,-251.0,-1229.0
960.0,152.0,-917.0
894.0,1.0,-1071.0
767.0,-162.0,-1163.0
964.0,298.0,-851.0
1155.0,-220.0,-1182.0
741.0,93.0,-1122.0
981.0,165.0,-812.0
1216.0,-361.0,-1233.0
958.0,327.0,-960.0
933.0,-7.0,-966.0
1098.0,-259.0,-1126.0
1157.0,253.0,-915.0
1081.0,-138.0,-1093.0
1054.0,25.0,-1050.0
1382.0,107.0,-870.0
1239.0,-257.0,-1337.0
909.0,169.0,-966.0
1231.0,97.0,-1013.0
1272.0,-146.0,-1229.0
1022.0,148.0,-987.0
1046.0,58.0,-999.0
1374.0,-257.0,-1097.0
985.0,121.0,-958.0
946.0,158.0,-1126.0
1190.0,-302.0,-995.0
1276.0,152.0,-974.0
964.0,230.0,-1151.0
1069.0,-238.0,-956.0
1161.0,46.0,-968.0
1249.0,-29.0,-1022.0
1036.0,-191.0,-1104.0
1161.0,329.0,-931.0
1407.0,-128.0,-1136.0
1159.0,-171.0,-1282.0
962.0,361.0,-960.0
1661.0,-97.0,-1044.0
1235.0,-191.0,-1210.0
964.0,216.0,-903.0
1341.0,0.0,-1085.0
1362.0,-284.0,-1075.0
1192.0,224.0,-989.0
1081.0,234.0,-970.0
1456.0,-472.0,-1036.0
1315.0,74.0,-1007.0
1124.0,251.0,-972.0
1274.0,-101.0,-1093.0
1112.0,-81.0,-917.0
812.0,232.0,-1143.0
976.0,-210.0,-1073.0
1216.0,-220.0,-1013.0
1243.0,343.0,-853.0
999.0,-23.0,-1147.0
1342.0,-136.0,-1059.0
1448.0,48.0,-935.0
1262.0,154.0,-1192.0
1401.0,-269.0,-1110.0
1434.0,7.0,-1009.0
1503.0,267.0,-860.0
1290.0,-150.0,-1198.0
1317.0,-35.0,-1003.0
1317.0,-42.0,-1013.0
1216.0,87.0,-1184.0
1097.0,-150.0,-1097.0
1188.0,-39.0,-1016.0
1311.0,162.0,-812.0
1011.0,-199.0,-1118.0
1303.0,-115.0,-876.0
1432.0,44.0,-1038.0
1483.0,195.0,-1097.0
1063.0,-39.0,-1212.0
1341.0,97.0,-936.0
1430.0,60.0,-1015.0
1251.0,58.0,-1032.0
1202.0,-349.0,-958.0
1376.0,-40.0,-1046.0
1206.0,257.0,-1022.0
888.0,107.0,-1184.0
903.0,-240.0,-1139.0
1465.0,-263.0,-1188.0
1163.0,347.0,-827.0
1329.0,58.0,-938.0
1563.0,-269.0,-913.0
1368.0,-80.0,-1128.0
1534.0,257.0,-1128.0
1350.0,-48.0,-1202.0
1491.0,-95.0,-960.0
1448.0,107.0,-1095.0
1307.0,142.0,-894.0
1417.0,-337.0,-907.0
1385.0,-3.0,-1169.0
1100.0,46.0,-1190.0
1020.0,179.0,-1046.0
1622.0,35.0,-1018.0
1143.0,19.0,-1167.0
1024.0,-105.0,-905.0
1526.0,-136.0,-936.0
1536.0,-122.0,-927.0
1015.0,265.0,-938.0
1301.0,-33.0,-1102.0
1622.0,60.0,-1083.0
1098.0,-19.0,-1143.0
1134.0,-245.0,-1022.0
1221.0,452.0,-890.0
1559.0,-89.0,-1089.0
1087.0,-119.0,-1301.0
970.0,-109.0,-1011.0
1104.0,171.0,-1071.0
1323.0,89.0,-979.0
1130.0,-173.0,-1077.0
1229.0,-138.0,-907.0
1456.0,-269.0,-1009.0
1342.0,628.0,-1098.0
1323.0,93.0,-1057.0
1434.0,-181.0,-890.0
1395.0,-429.0,-1229.0
979.0,154.0,-1003.0
1536.0,400.0,-886.0
1565.0,-462.0,-1083.0
1171.0,361.0,-1075.0
1079.0,132.0,-1079.0
1698.0,-347.0,-1225.0
1138.0,87.0,-1024.0
1042.0,-140.0,-1085.0
1606.0,177.0,-806.0
1780.0,97.0,-868.0
1186.0,-203.0,-1130.0
1225.0,152.0,-993.0
1430.0,-218.0,-1262.0
1419.0,142.0,-919.0
1204.0,152.0,-1030.0
1448.0,-648.0,-964.0
1448.0,396.0,-815.0
931.0,81.0,-1204.0
1253.0,-126.0,-1352.0
1405.0,119.0,-1073.0
968.0,-236.0,-1011.0
997.0,85.0,-1102.0
1173.0,173.0,-901.0
1276.0,-31.0,-929.0
1077.0,-203.0,-968.0
757.0,456.0,-1143.0
960.0,-269.0,-958.0
1399.0,-327.0,-983.0
880.0,81.0,-1194.0
732.0,242.0,-1063.0
1358.0,-146.0,-909.0
790.0,300.0,-1204.0
