x,y,z
13,-17,-1022
11,5,-1038
11,33,-1015
25,-13,-1046
-5,48,-1022
11,-29,-1034
1,13,-1046
-11,15,-1016
9,-7,-1046
-9,40,-1013
19,-29,-1036
7,31,-1038
9,0,-1020
13,5,-1040
0,23,-1030
9,-19,-1040
-5,40,-1024
-1,-13,-1028
-1,15,-1036
-9,17,-1015
13,-9,-1034
-11,31,-1024
19,-27,-1034
9,27,-1024
9,-5,-1036
15,-9,-1040
-1,21,-1026
9,-27,-1042
-1,48,-1032
-5,-21,-1030
7,15,-1044
-1,9,-1022
11,-15,-1042
0,40,-1034
11,-33,-1030
-3,19,-1038
-1,-3,-1030
7,3,-1042
-5,27,-1024
15,-27,-1032
1,27,-1036
1,-13,-1028
5,11,-1034
3,11,-1018
3,-21,-1048
3,33,-1026
5,-25,-1034
9,9,-1040
-1,-9,-1028
11,-7,-1050
-1,31,-1028
17,-27,-1034
1,35,-1034
15,-21,-1028
1,11,-1038
-9,19,-1020
9,-19,-1048
-9,39,-1020
1,-23,-1038
0,29,-1048
-1,9,-1028
15,-5,-1048
-7,33,-1022
17,-25,-1046
7,33,-1038
3,-7,-1028
15,1,-1046
-1,21,-1022
17,-21,-1044
-9,39,-1034
13,-21,-1048
9,23,-1040
0,0,-1026
13,-13,-1057
-9,39,-1024
9,-25,-1038
-7,39,-1032
-3,-5,-1028
19,0,-1042
-5,31,-1011
15,-15,-1040
1,46,-1026
9,-17,-1038
9,23,-1034
0,13,-1032
13,-13,-1036
-5,40,-1020
15,-29,-1034
5,21,-1030
9,0,-1032
13,-1,-1048
0,35,-1018
13,-29,-1028
0,29,-1016
15,-5,-1038
13,19,-1026
1,19,-1022
9,-13,-1048
-11,31,-1030
11,-23,-1044
1,23,-1028
0,5,-1020
15,-5,-1036
0,33,-1024
19,-27,-1042
3,23,-1030
11,-11,-1034
15,9,-1036
3,15,-1016
19,-25,-1052
-1,31,-1030
13,-17,-1040
-1,25,-1038
0,-1,-1032
1,-13,-1052
-3,29,-1022
9,-25,-1032
3,27,-1034
11,-17,-1026
17,5,-1042
1,25,-1026
21,-15,-1048
-5,42,-1026
9,-19,-1036
1,9,-1038
-3,3,-1026
17,-15,-1040
3,37,-1020
21,-23,-1044
-1,33,-1032
11,-17,-1028
9,9,-1046
0,17,-1032
9,-29,-1034
-3,37,-1016
7,-15,-1028
5,27,-1032
0,15,-1020
19,-7,-1044
7,40,-1028
21,-31,-1040
-1,29,-1044
13,-5,-1022
0,5,-1044
1,31,-1022
9,-13,-1044
-3,44,-1030
13,-13,-1026
3,9,-1044
3,11,-1024
17,-13,-1056
1,37,-1020
13,-23,-1032
7,29,-1030
11,0,-1016
11,-5,-1052
0,31,-1032
11,-21,-1046
-1,33,-1032
9,-9,-1032
13,5,-1044
0,19,-1020
19,-19,-1050
-3,39,-1028
7,-23,-1036
9,23,-1040
1,3,-1024
25,-3,-1038
0,33,-1028
13,-27,-1038
3,35,-1030
3,-13,-1040
7,9,-1044
1,27,-1018
19,-13,-1052
0,40,-1018
9,-33,-1044
9,19,-1032
11,-7,-1020
17,-5,-1046
-5,33,-1026
9,-37,-1038
-3,35,-1036
1,-9,-1032
3,3,-1038
0,9,-1032
15,-23,-1036
0,42,-1022
19,-29,-1028
5,19,-1046
-1,5,-1028
9,-21,-1050
-1,39,-1028
15,-33,-1040
5,35,-1034
11,-5,-1026
11,-5,-1052
0,33,-1024
27,-19,-1044
0,33,-1020
19,-25,-1032
0,23,-1038
1,5,-1024
13,-11,-1044
-7,42,-1028
21,-40,-1034
0,27,-1032
17,-7,-1022
19,0,-1036
-9,39,-1018
9,-25,-1036
0,33,-1034
9,-19,-1030
17,7,-1040
3,23,-1018
11,-19,-1042
-5,39,-1028
3,-19,-1032
5,23,-1034
3,9,-1022
15,-3,-1038
-3,27,-1026
15,-21,-1036
-17,29,-1034
1,-5,-1034
-1,13,-1034
-1,23,-1020
13,-21,-1038
-7,39,-1028
13,-23,-1030
5,21,-1036
0,7,-1038
7,-9,-1056
-1,29,-1032
3,-21,-1030
9,27,-1024
1,-1,-1026
1,-1,-1040
-7,15,-1028
9,-15,-1044
0,40,-1028
23,-13,-1040
5,9,-1038
11,7,-1036
13,-7,-1048
-3,27,-1018
9,-27,-1032
0,33,-1030
-3,-7,-1026
7,-5,-1050
-5,27,-1018
19,-21,-1046
5,33,-1036
21,-19,-1044
3,13,-1042
3,11,-1016
5,-13,-1042
0,29,-1020
15,-21,-1030
3,27,-1030
13,0,-1028
15,3,-1050
0,21,-1026
13,-19,-1040
3,31,-1026
9,-9,-1028
13,13,-1044
5,5,-1024
19,-11,-1046
-5,35,-1032
7,-29,-1032
7,29,-1034
0,-9,-1032
15,-3,-1042
0,31,-1018
19,-15,-1052
3,39,-1024
9,-15,-1036
5,13,-1040
1,17,-1028
7,-15,-1050
-3,31,-1030
3,-27,-1032
3,31,-1032
0,-13,-1024
9,1,-1040
0,27,-1022
7,-19,-1046
-3,40,-1032
9,-25,-1038
9,13,-1044
0,21,-1016
19,-9,-1044
-3,33,-1022
9,-17,-1026
-3,27,-1040
1,9,-1026
9,0,-1038
3,33,-1016
19,-27,-1036
9,42,-1032
78,-5,-1022
111,3,-1024
74,37,-1022
189,-17,-1030
284,0,-1050
290,9,-1034
273,17,-1032
398,-21,-1034
472,9,-1081
363,19,-1044
454,-35,-1015
573,5,-1081
542,21,-1038
501,-5,-989
714,-33,-993
776,9,-1054
