X1_ActualPosition,X1_ActualVelocity,X1_ActualAcceleration,X1_CommandPosition,X1_CommandVelocity,X1_CommandAcceleration,X1_CurrentFeedback,X1_DCBusVoltage,X1_OutputCurrent,X1_OutputVoltage,X1_OutputPower,Y1_ActualPosition,Y1_ActualVelocity,Y1_ActualAcceleration,Y1_CommandPosition,Y1_CommandVelocity,Y1_CommandAcceleration,Y1_CurrentFeedback,Y1_DCBusVoltage,Y1_OutputCurrent,Y1_OutputVoltage,Y1_OutputPower,Z1_ActualPosition,Z1_ActualVelocity,Z1_ActualAcceleration,Z1_CommandPosition,Z1_CommandVelocity,Z1_CommandAcceleration,Z1_CurrentFeedback,Z1_DCBusVoltage,Z1_OutputCurrent,Z1_OutputVoltage,S1_ActualPosition,S1_ActualVelocity,S1_ActualAcceleration,S1_CommandPosition,S1_CommandVelocity,S1_CommandAcceleration,S1_CurrentFeedback,S1_DCBusVoltage,S1_OutputCurrent,S1_OutputVoltage,S1_OutputPower,S1_SystemInertia,M1_CURRENT_PROGRAM_NUMBER,M1_sequence_number,M1_CURRENT_FEEDRATE,Machining_Process
162.0,-1.15,87.5,162.0,-1.34,-3.08,-5.16,0.075,327.0,6.02,0.000221,73.8,-2.7,6.25,73.8,-2.68,1.53,-6.42,0.115,325.0,10.4,0.000722,28.5,0.0,0.0,28.5,0.0,0.0,0.0,0.0,0.0,0.0,277.0,53.4,27.0,278.0,53.3,0.0,13.7,0.806,319.0,118.0,0.153,12.0,1.0,2.0,3.0,Prep
162.0,-1.35,87.5,162.0,-1.64,-2.88,-5.78,0.0898,327.0,7.15,0.000268,73.6,-2.22,62.5,73.5,-2.51,1.87,-4.87,0.0777,325.0,8.56,0.000381,28.5,0.025,12.5,28.5,0.0,0.0,0.0,0.0,0.0,0.0,283.0,53.3,10.7,283.0,53.3,0.0,22.5,1.01,318.0,121.0,0.194,12.0,1.0,86.0,3.0,Prep
162.0,-1.75,87.5,162.0,-1.92,-2.65,-4.28,0.0684,327.0,6.68,0.00027,73.3,-2.4,-18.8,73.3,-2.31,2.19,-6.01,0.0989,325.0,8.78,0.000526,28.5,0.0,0.0,28.5,0.0,0.0,0.0,0.0,0.0,0.0,288.0,53.4,-2.19,288.0,53.3,9.54e-07,20.7,0.946,319.0,115.0,0.182,12.0,1.0,86.0,3.0,Prep
161.0,-2.13,56.3,161.0,-2.17,-2.38,-4.47,0.0783,327.0,7.79,0.000343,73.1,-2.17,18.8,73.1,-2.08,2.48,-5.87,0.118,325.0,9.71,0.000553,28.5,0.0,-6.25,28.5,0.0,0.0,0.0,0.0,0.0,0.0,293.0,53.4,9.75,294.0,53.3,0.0,16.9,0.758,320.0,120.0,0.145,12.0,1.0,86.0,3.0,Prep
161.0,-2.2,68.7,161.0,-2.39,-2.08,-2.86,0.0762,327.0,10.3,0.000348,72.9,-1.83,12.5,72.9,-1.81,2.73,-6.43,0.113,325.0,9.16,0.000456,28.5,0.025,12.5,28.5,0.0,0.0,0.0,0.0,0.0,0.0,299.0,53.3,-21.1,299.0,53.3,0.0,20.8,1.04,319.0,121.0,0.201,12.0,1.0,86.0,3.0,Prep
161.0,-2.45,18.8,161.0,-2.58,-1.76,-5.08,0.0914,327.0,10.1,0.000501,72.7,-1.5,6.25,72.7,-1.53,2.95,-5.5,0.0885,326.0,7.86,0.000269,28.5,0.0,0.0,28.5,0.0,0.0,0.0,0.0,0.0,0.0,304.0,53.5,47.2,304.0,53.3,0.0,17.2,0.859,318.0,116.0,0.162,12.0,1.0,86.0,3.0,Prep
161.0,-2.78,31.3,161.0,-2.74,-1.41,-5.12,0.0752,327.0,7.83,0.000414,72.6,-1.23,12.5,72.6,-1.22,3.13,-7.4,0.111,325.0,7.43,0.000284,28.5,0.025,6.25,28.5,0.0,0.0,0.0,0.0,0.0,0.0,309.0,53.3,-15.6,310.0,53.3,0.0,19.6,0.805,320.0,120.0,0.155,12.0,1.0,86.0,3.0,Prep
160.0,-2.83,-12.5,160.0,-2.86,-1.04,-4.83,0.103,327.0,10.9,0.00058,72.5,-0.95,18.8,72.5,-0.903,3.27,-7.95,0.138,326.0,8.55,0.000333,28.5,0.0,0.0,28.5,0.0,0.0,0.0,0.0,0.0,0.0,315.0,53.3,20.7,315.0,53.3,9.54e-07,19.3,1.0,318.0,120.0,0.193,12.0,1.0,86.0,3.0,Prep
160.0,-2.75,37.5,160.0,-2.95,-0.66,-5.76,0.11,327.0,11.0,0.000629,72.4,-0.525,37.5,72.4,-0.57,3.37,-6.51,0.125,326.0,8.93,0.000159,28.5,0.0,0.0,28.5,0.0,0.0,0.0,0.0,0.0,0.0,320.0,53.4,16.1,320.0,53.3,0.0,20.7,0.907,319.0,117.0,0.175,12.0,1.0,86.0,3.0,Prep
160.0,-2.8,50.0,160.0,-2.99,-0.27,-4.99,0.0856,327.0,9.51,0.000484,72.4,-0.175,25.0,72.4,-0.229,3.43,-4.89,0.0973,326.0,7.27,6.06e-05,28.5,0.0,6.25,28.5,0.0,0.0,0.0,0.0,0.0,0.0,325.0,53.3,-63.2,326.0,53.3,0.0,19.5,0.907,321.0,119.0,0.175,12.0,1.0,86.0,3.0,Prep
