X1_ActualPosition,X1_ActualVelocity,X1_ActualAcceleration,X1_CommandPosition,X1_CommandVelocity,X1_CommandAcceleration,X1_CurrentFeedback,X1_DCBusVoltage,X1_OutputCurrent,X1_OutputVoltage,X1_OutputPower,Y1_ActualPosition,Y1_ActualVelocity,Y1_ActualAcceleration,Y1_CommandPosition,Y1_CommandVelocity,Y1_CommandAcceleration,Y1_CurrentFeedback,Y1_DCBusVoltage,Y1_OutputCurrent,Y1_OutputVoltage,Y1_OutputPower,Z1_ActualPosition,Z1_ActualVelocity,Z1_ActualAcceleration,Z1_CommandPosition,Z1_CommandVelocity,Z1_CommandAcceleration,Z1_CurrentFeedback,Z1_DCBusVoltage,Z1_OutputCurrent,Z1_OutputVoltage,S1_ActualPosition,S1_ActualVelocity,S1_ActualAcceleration,S1_CommandPosition,S1_CommandVelocity,S1_CommandAcceleration,S1_CurrentFeedback,S1_DCBusVoltage,S1_OutputCurrent,S1_OutputVoltage,S1_OutputPower,S1_SystemInertia,M1_CURRENT_PROGRAM_NUMBER,M1_sequence_number,M1_CURRENT_FEEDRATE,Machining_Process
144.0,3.85,188.0,144.0,4.69,98.2,5.77,0.107,324.0,13.0,0.000896,77.6,-20.1,-619.0,77.5,-19.4,22.7,-2.14,0.147,323.0,27.9,0.00435,29.7,-0.025,-12.5,29.7,0.0,0.0,0.0,0.0,0.0,0.0,350.0,53.3,7.44,350.0,53.3,-9.54e-07,22.9,0.895,320.0,119.0,0.172,12.0,1.0,2.0,20.0,Prep
145.0,12.6,-56.3,145.0,13.5,75.0,7.68,0.132,324.0,25.9,0.00349,75.8,-15.4,-43.8,75.7,-14.8,67.3,-5.68,0.125,323.0,28.0,0.00413,29.7,-0.025,-12.5,29.7,0.0,0.0,0.0,0.0,0.0,0.0,355.0,53.2,-64.3,355.0,53.3,0.0,25.7,0.971,320.0,117.0,0.186,12.0,1.0,18.0,20.0,Prep
147.0,18.6,-18.8,147.0,18.9,33.2,6.02,0.103,324.0,30.1,0.004,74.7,-6.9,138.0,74.7,-6.4,95.1,-6.79,0.109,323.0,17.6,0.00157,29.7,-0.025,-12.5,29.7,0.0,0.0,0.0,0.0,0.0,0.0,360.0,53.4,34.8,361.0,53.3,0.0,19.5,1.09,318.0,117.0,0.208,12.0,1.0,18.0,20.0,Prep
148.0,6.28,1440.0,148.0,14.0,1000.0,24.4,0.314,325.0,26.1,0.00412,74.5,0.1,43.8,74.5,0.0,0.0,-3.68,0.0629,323.0,7.51,-9.82e-06,29.7,-0.025,-6.25,29.7,0.0,0.0,0.0,0.0,0.0,0.0,366.0,53.2,-43.5,366.0,53.3,0.0,27.2,1.05,320.0,118.0,0.202,12.0,1.0,18.0,20.0,Prep
150.0,20.0,-6.25,150.0,20.0,0.0,5.07,0.12,324.0,34.9,0.00505,74.5,0.05,31.3,74.5,0.0,0.0,-1.94,0.0515,324.0,7.65,-7.71e-06,29.7,-0.025,-12.5,29.7,0.0,0.0,0.0,0.0,0.0,0.0,371.0,53.4,-16.8,371.0,53.3,9.54e-07,17.0,0.886,319.0,116.0,0.17,12.0,1.0,19.0,20.0,Prep
152.0,20.0,12.5,152.0,20.0,0.0,7.59,0.112,324.0,33.0,0.00463,74.5,0.075,37.5,74.5,0.0,0.0,-3.04,0.0515,323.0,6.83,-1.57e-05,29.7,-0.025,-12.5,29.7,0.0,0.0,0.0,0.0,0.0,0.0,376.0,53.3,26.8,377.0,53.3,-9.54e-07,23.6,0.992,319.0,119.0,0.191,12.0,1.0,19.0,20.0,Prep
154.0,20.0,-6.25,154.0,20.0,0.0,6.73,0.11,324.0,33.3,0.00451,74.5,0.05,31.3,74.5,0.0,0.0,-2.72,0.0507,323.0,6.82,-2.25e-05,29.7,0.0,0.0,29.7,0.0,0.0,0.0,0.0,0.0,0.0,382.0,53.2,-60.4,382.0,53.3,0.0,28.1,1.12,319.0,118.0,0.214,12.0,1.0,19.0,20.0,Prep
156.0,20.2,-156.0,156.0,19.7,-15.2,5.93,0.101,324.0,34.4,0.00405,74.5,2.42,163.0,74.5,3.22,99.6,7.21,0.125,323.0,10.4,0.000707,29.7,-0.025,-12.5,29.7,0.0,0.0,0.0,0.0,0.0,0.0,387.0,53.4,24.4,387.0,53.3,0.0,17.4,0.853,320.0,117.0,0.163,12.0,1.0,19.0,20.0,Prep
158.0,16.5,-113.0,158.0,16.0,-58.1,6.68,0.102,324.0,27.2,0.00343,75.2,10.9,31.3,75.3,12.0,81.1,11.3,0.189,323.0,23.0,0.00457,29.7,0.0,6.25,29.7,0.0,0.0,0.0,0.0,0.0,0.0,392.0,53.2,-33.9,393.0,53.3,0.0,28.8,1.09,319.0,119.0,0.209,12.0,1.0,20.0,20.0,Prep
159.0,8.97,-225.0,159.0,8.55,-90.7,5.71,0.0861,324.0,18.8,0.00161,76.6,18.3,213.0,76.8,18.1,44.0,6.02,0.126,323.0,29.7,0.00465,29.7,-0.025,-12.5,29.7,0.0,0.0,0.0,0.0,0.0,0.0,398.0,53.4,-15.7,398.0,53.3,9.54e-07,19.3,0.934,319.0,117.0,0.18,12.0,1.0,20.0,20.0,Prep
198.0,0.0,0.0,198.0,0.0,0.0,0.18,0.0264,328.0,1.21,7.1e-07,158.0,-0.025,-12.5,158.0,0.0,0.0,0.219,0.0253,326.0,1.17,0.0,119.0,-0.025,-12.5,119.0,0.0,0.0,0.0,0.0,0.0,0.0,306.0,-0.001,-0.5,306.0,0.0,0.0,0.839,2.71e-19,328.0,0.0,0.0,12.0,1.0,2.0,20.0,Prep
