X1_ActualPosition,X1_ActualVelocity,X1_ActualAcceleration,X1_CommandPosition,X1_CommandVelocity,X1_CommandAcceleration,X1_CurrentFeedback,X1_DCBusVoltage,X1_OutputCurrent,X1_OutputVoltage,X1_OutputPower,Y1_ActualPosition,Y1_ActualVelocity,Y1_ActualAcceleration,Y1_CommandPosition,Y1_CommandVelocity,Y1_CommandAcceleration,Y1_CurrentFeedback,Y1_DCBusVoltage,Y1_OutputCurrent,Y1_OutputVoltage,Y1_OutputPower,Z1_ActualPosition,Z1_ActualVelocity,Z1_ActualAcceleration,Z1_CommandPosition,Z1_CommandVelocity,Z1_CommandAcceleration,Z1_CurrentFeedback,Z1_DCBusVoltage,Z1_OutputCurrent,Z1_OutputVoltage,S1_ActualPosition,S1_ActualVelocity,S1_ActualAcceleration,S1_CommandPosition,S1_CommandVelocity,S1_CommandAcceleration,S1_CurrentFeedback,S1_DCBusVoltage,S1_OutputCurrent,S1_OutputVoltage,S1_OutputPower,S1_SystemInertia,M1_CURRENT_PROGRAM_NUMBER,M1_sequence_number,M1_CURRENT_FEEDRATE,Machining_Process
152.0,-15.1,18.8,152.0,-15.0,0.0,-6.07,0.103,324.0,26.3,0.00319,72.4,-0.025,-6.25,72.4,0.0,0.0,-2.06,0.0229,323.0,3.38,-1.36e-06,27.7,0.05,25.0,27.7,0.0,0.0,0.0,0.0,0.0,0.0,245.0,53.4,63.6,246.0,53.3,-9.54e-07,23.3,0.932,313.0,118.0,0.177,12.0,1.0,2.0,15.0,Prep
151.0,-15.1,-68.7,151.0,-15.0,0.0,-6.29,0.0941,324.0,26.4,0.00287,72.4,0.0,0.0,72.4,0.0,0.0,-1.45,0.0238,323.0,1.59,-4.18e-06,27.7,-0.025,-12.5,27.7,0.0,0.0,0.0,0.0,0.0,0.0,251.0,53.4,30.5,251.0,53.3,0.0,18.2,0.878,320.0,120.0,0.169,12.0,1.0,128.0,15.0,Prep
149.0,-14.9,125.0,149.0,-15.0,0.0,-5.31,0.124,324.0,26.9,0.00388,72.4,0.0,0.0,72.4,0.0,0.0,-1.94,0.0206,323.0,2.8,1.33e-06,27.7,-0.05,-25.0,27.7,0.0,0.0,0.0,0.0,0.0,0.0,256.0,53.3,-41.6,256.0,53.3,0.0,19.0,0.871,320.0,119.0,0.168,12.0,1.0,128.0,15.0,Prep
148.0,-14.7,113.0,148.0,-15.0,0.0,-7.06,0.131,324.0,26.7,0.00416,72.4,-0.025,0.0,72.4,0.0,0.0,-0.552,0.018,323.0,1.33,1.15e-06,27.7,0.025,12.5,27.7,0.0,0.0,0.0,0.0,0.0,0.0,261.0,53.3,7.56,262.0,53.3,0.0,25.7,0.991,314.0,116.0,0.19,12.0,1.0,128.0,15.0,Prep
146.0,-14.8,25.0,146.0,-15.0,0.0,-10.7,0.143,324.0,25.1,0.00443,72.4,0.0,0.0,72.4,0.0,0.0,0.132,0.0192,323.0,0.939,1.12e-06,27.7,-0.025,-12.5,27.7,0.0,0.0,0.0,0.0,0.0,0.0,267.0,53.3,18.1,267.0,53.3,-9.54e-07,21.8,0.848,321.0,123.0,0.162,12.0,1.0,128.0,15.0,Prep
145.0,-15.1,31.3,145.0,-15.0,0.0,-4.35,0.102,324.0,26.2,0.00323,72.4,-0.025,-12.5,72.4,0.0,0.0,-1.63,0.0221,323.0,2.31,1.21e-06,27.7,-0.025,-6.25,27.7,0.0,0.0,0.0,0.0,0.0,0.0,272.0,53.3,-33.8,272.0,53.3,0.0,22.8,0.968,320.0,120.0,0.186,12.0,1.0,128.0,15.0,Prep
143.0,-14.6,93.7,143.0,-14.5,21.7,-4.13,0.0969,324.0,24.5,0.00298,72.4,3.15,56.3,72.5,3.95,83.1,5.23,0.0894,323.0,10.5,0.000572,27.7,0.05,25.0,27.7,0.0,0.0,0.0,0.0,0.0,0.0,277.0,53.3,-12.8,278.0,53.3,0.0,27.9,1.12,315.0,114.0,0.216,12.0,1.0,128.0,15.0,Prep
142.0,-10.8,37.5,142.0,-10.3,61.9,-4.35,0.0983,324.0,20.1,0.00224,73.1,10.5,37.5,73.2,10.9,59.6,4.33,0.112,323.0,21.7,0.00255,27.7,-0.05,-25.0,27.7,0.0,0.0,0.0,0.0,0.0,0.0,283.0,53.3,-23.3,283.0,53.3,0.0,20.8,0.967,320.0,121.0,0.187,12.0,1.0,128.0,15.0,Prep
142.0,-3.13,75.0,142.0,-2.37,84.7,-3.86,0.0575,324.0,4.83,0.00035,74.5,14.7,-43.8,74.6,14.8,14.6,5.28,0.0949,323.0,24.0,0.00284,27.7,0.025,12.5,27.7,0.0,0.0,0.0,0.0,0.0,0.0,288.0,53.2,-71.1,289.0,53.3,0.0,27.2,0.956,317.0,120.0,0.18,12.0,1.0,128.0,15.0,Prep
141.0,-0.025,-25.0,141.0,0.0,0.0,-1.95,0.0594,324.0,3.38,3.72e-05,75.5,14.9,-31.3,75.6,15.0,0.0,6.93,0.129,323.0,24.4,0.00405,27.7,0.025,12.5,27.7,0.0,0.0,0.0,0.0,0.0,0.0,293.0,53.4,26.0,294.0,53.3,9.54e-07,18.6,0.984,315.0,114.0,0.189,12.0,1.0,128.0,15.0,Prep
