X1_ActualPosition,X1_ActualVelocity,X1_ActualAcceleration,X1_CommandPosition,X1_CommandVelocity,X1_CommandAcceleration,X1_CurrentFeedback,X1_DCBusVoltage,X1_OutputCurrent,X1_OutputVoltage,X1_OutputPower,Y1_ActualPosition,Y1_ActualVelocity,Y1_ActualAcceleration,Y1_CommandPosition,Y1_CommandVelocity,Y1_CommandAcceleration,Y1_CurrentFeedback,Y1_DCBusVoltage,Y1_OutputCurrent,Y1_OutputVoltage,Y1_OutputPower,Z1_ActualPosition,Z1_ActualVelocity,Z1_ActualAcceleration,Z1_CommandPosition,Z1_CommandVelocity,Z1_CommandAcceleration,Z1_CurrentFeedback,Z1_DCBusVoltage,Z1_OutputCurrent,Z1_OutputVoltage,S1_ActualPosition,S1_ActualVelocity,S1_ActualAcceleration,S1_CommandPosition,S1_CommandVelocity,S1_CommandAcceleration,S1_CurrentFeedback,S1_DCBusVoltage,S1_OutputCurrent,S1_OutputVoltage,S1_OutputPower,S1_SystemInertia,M1_CURRENT_PROGRAM_NUMBER,M1_sequence_number,M1_CURRENT_FEEDRATE,Machining_Process
144.0,-0.05,-12.5,144.0,0.0,0.0,-1.89,0.0452,327.0,5.59,-1.87e-05,98.7,-3.1,31.3,98.7,-3.0,0.0,-2.39,0.0818,326.0,11.7,0.000501,29.5,0.0,0.0,29.5,0.0,0.0,0.0,0.0,0.0,0.0,-1960.0,53.3,-47.8,-1960.0,53.3,9.54e-07,19.6,0.802,324.0,118.0,0.154,12.0,1.0,2.0,3.0,Prep
144.0,0.0,6.25,144.0,0.0,0.0,-0.833,0.0578,327.0,6.44,-3.77e-05,98.4,-3.25,-12.5,98.4,-3.0,0.0,-3.58,0.0765,326.0,10.0,0.000511,29.5,0.0,0.0,29.5,0.0,0.0,0.0,0.0,0.0,0.0,-1950.0,53.3,-6.25,-1950.0,53.3,-9.54e-07,22.0,1.03,322.0,118.0,0.199,12.0,1.0,38.0,3.0,Prep
144.0,-0.05,-12.5,144.0,0.0,0.0,-3.37,0.0444,327.0,3.11,-1.24e-05,98.1,-3.2,-18.8,98.1,-3.0,0.0,-5.55,0.119,326.0,11.5,0.000808,29.5,0.0,0.0,29.5,0.0,0.0,0.0,0.0,0.0,0.0,-1950.0,53.3,5.63,-1950.0,53.3,0.0,24.5,0.877,324.0,120.0,0.167,12.0,1.0,38.0,3.0,Prep
144.0,-0.075,-37.5,144.0,0.0,0.0,-2.22,0.0419,328.0,5.02,-1.76e-05,97.8,-3.1,-18.8,97.8,-3.0,0.0,-6.31,0.124,326.0,12.3,0.000841,29.5,0.0,0.0,29.5,0.0,0.0,0.0,0.0,0.0,0.0,-1940.0,53.2,-66.4,-1940.0,53.3,0.0,25.1,0.951,324.0,119.0,0.182,12.0,1.0,38.0,3.0,Prep
144.0,-0.05,-18.8,144.0,0.0,0.0,-2.22,0.0455,327.0,4.61,-3.32e-05,97.5,-3.03,0.0,97.5,-3.0,0.0,-7.37,0.151,325.0,13.3,0.000952,29.5,0.0,0.0,29.5,0.0,0.0,0.0,0.0,0.0,0.0,-1940.0,53.4,31.4,-1940.0,53.3,0.0,19.4,0.964,323.0,119.0,0.186,12.0,1.0,38.0,3.0,Prep
144.0,-0.025,0.0,144.0,0.0,0.0,-3.27,0.0422,327.0,3.51,-2.44e-05,97.2,-2.95,6.25,97.2,-3.0,0.0,-7.61,0.129,326.0,12.6,0.000856,29.5,0.0,0.0,29.5,0.0,0.0,0.0,0.0,0.0,0.0,-1930.0,53.3,-15.4,-1930.0,53.3,9.54e-07,22.2,0.915,323.0,118.0,0.177,12.0,1.0,38.0,3.0,Prep
144.0,0.0,6.25,144.0,0.0,0.0,0.417,0.0415,327.0,8.79,-1.17e-05,96.9,-2.95,6.25,96.9,-3.0,0.0,-7.37,0.133,326.0,11.9,0.000774,29.5,0.0,0.0,29.5,0.0,0.0,0.0,0.0,0.0,0.0,-1930.0,53.4,18.0,-1930.0,53.3,-9.54e-07,16.3,0.799,323.0,117.0,0.152,12.0,1.0,38.0,3.0,Prep
144.0,-0.025,-6.25,144.0,0.0,0.0,-2.86,0.0433,327.0,4.65,-1.85e-05,96.6,-2.97,12.5,96.6,-3.0,0.0,-6.71,0.118,326.0,11.8,0.000721,29.5,0.0,0.0,29.5,0.0,0.0,0.0,0.0,0.0,0.0,-1920.0,53.4,44.6,-1920.0,53.3,0.0,22.0,0.912,323.0,120.0,0.175,12.0,1.0,38.0,3.0,Prep
144.0,-0.05,-25.0,144.0,0.0,0.0,-0.949,0.041,327.0,6.57,-1.19e-05,96.3,-3.03,6.25,96.3,-3.0,0.0,-6.87,0.118,326.0,11.4,0.000683,29.5,0.0,0.0,29.5,0.0,0.0,0.0,0.0,0.0,0.0,-1920.0,53.2,-46.6,-1910.0,53.3,0.0,25.8,1.09,323.0,117.0,0.21,12.0,1.0,38.0,3.0,Prep
144.0,0.025,25.0,144.0,0.0,0.0,-2.94,0.0494,327.0,4.2,-2.02e-05,96.0,-2.97,25.0,96.0,-3.0,0.0,-6.18,0.108,326.0,11.1,0.000653,29.5,0.0,0.0,29.5,0.0,0.0,0.0,0.0,0.0,0.0,-1910.0,53.4,-0.188,-1910.0,53.3,0.0,17.8,0.83,323.0,117.0,0.16,12.0,1.0,38.0,3.0,Prep
