X1_ActualPosition,X1_ActualVelocity,X1_ActualAcceleration,X1_CommandPosition,X1_CommandVelocity,X1_CommandAcceleration,X1_CurrentFeedback,X1_DCBusVoltage,X1_OutputCurrent,X1_OutputVoltage,X1_OutputPower,Y1_ActualPosition,Y1_ActualVelocity,Y1_ActualAcceleration,Y1_CommandPosition,Y1_CommandVelocity,Y1_CommandAcceleration,Y1_CurrentFeedback,Y1_DCBusVoltage,Y1_OutputCurrent,Y1_OutputVoltage,Y1_OutputPower,Z1_ActualPosition,Z1_ActualVelocity,Z1_ActualAcceleration,Z1_CommandPosition,Z1_CommandVelocity,Z1_CommandAcceleration,Z1_CurrentFeedback,Z1_DCBusVoltage,Z1_OutputCurrent,Z1_OutputVoltage,S1_ActualPosition,S1_ActualVelocity,S1_ActualAcceleration,S1_CommandPosition,S1_CommandVelocity,S1_CommandAcceleration,S1_CurrentFeedback,S1_DCBusVoltage,S1_OutputCurrent,S1_OutputVoltage,S1_OutputPower,S1_SystemInertia,M1_CURRENT_PROGRAM_NUMBER,M1_sequence_number,M1_CURRENT_FEEDRATE,Machining_Process
198.0,0.0,6.25,198.0,0.0,0.0,-1.1,0.0191,328.0,1.67,0.0,158.0,-0.05,-31.3,158.0,0.0,0.0,-1.05,0.0231,327.0,2.45,2.78e-08,119.0,-0.025,-6.25,119.0,0.0,0.0,0.0,0.0,0.0,0.0,-978.0,0.0,-0.5,-978.0,0.0,0.0,-0.415,2.79e-19,328.0,0.0,-6.8e-06,12.0,1.0,2.0,50.0,Prep
198.0,0.025,18.8,198.0,0.0,0.0,0.499,0.0211,328.0,1.54,0.0,158.0,-0.025,-12.5,158.0,0.0,0.0,0.0623,0.0217,327.0,1.16,4.48e-07,119.0,0.0,0.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,-978.0,-0.001,-0.75,-978.0,0.0,0.0,0.883,2.79e-19,328.0,0.0,0.0,12.0,1.0,0.0,50.0,Prep
198.0,0.0,12.5,198.0,0.0,0.0,1.14,0.017,328.0,2.32,6.7e-07,158.0,-0.025,-18.8,158.0,0.0,0.0,0.374,0.018,327.0,0.764,4.94e-07,119.0,0.0,0.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,-978.0,0.00325,1.31,-978.0,0.0,0.0,-0.415,2.79e-19,328.0,0.0,-3.69e-06,12.0,1.0,0.0,50.0,Prep
198.0,0.0,0.0,198.0,0.0,0.0,-0.3,0.0152,328.0,0.812,-1.16e-07,158.0,-0.05,-25.0,158.0,0.0,0.0,-0.413,0.0232,327.0,2.62,1.86e-06,119.0,-0.025,-6.25,119.0,0.0,0.0,0.0,0.0,0.0,0.0,-978.0,0.0,-0.25,-978.0,0.0,0.0,-0.152,2.79e-19,328.0,0.0,-6.98e-06,12.0,1.0,0.0,50.0,Prep
198.0,0.0,0.0,198.0,0.0,0.0,-0.459,0.0237,328.0,1.12,-9.39e-07,158.0,-0.05,-25.0,158.0,0.0,0.0,-0.57,0.0179,326.0,2.33,1.42e-06,119.0,0.0,0.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,-978.0,0.0,-0.25,-978.0,0.0,0.0,-0.679,2.79e-19,327.0,0.0,-2.29e-06,12.0,1.0,0.0,50.0,Prep
198.0,0.0,6.25,198.0,0.0,0.0,4.65,0.0265,328.0,7.47,0.0,158.0,-0.025,-18.8,158.0,0.0,0.0,-0.264,0.0181,327.0,1.29,0.0,119.0,0.0,0.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,-978.0,0.001,0.25,-978.0,0.0,0.0,-0.422,2.79e-19,327.0,0.0,-4.57e-06,12.0,1.0,0.0,50.0,Prep
198.0,0.0,0.0,198.0,0.0,0.0,-1.58,0.0237,328.0,2.43,1.78e-06,158.0,-0.05,-31.3,158.0,0.0,0.0,0.367,0.019,327.0,0.939,0.0,119.0,0.0,0.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,-978.0,0.001,0.5,-978.0,0.0,0.0,-0.679,2.79e-19,328.0,0.0,5.66e-06,12.0,1.0,0.0,50.0,Prep
198.0,-0.025,-6.25,198.0,0.0,0.0,-1.1,0.0204,328.0,1.85,0.0,158.0,-0.05,-18.8,158.0,0.0,0.0,-0.733,0.016,327.0,2.79,0.0,119.0,-0.025,-12.5,119.0,0.0,0.0,0.0,0.0,0.0,0.0,-978.0,-0.001,-0.25,-978.0,0.0,0.0,-0.679,2.79e-19,328.0,0.0,6.05e-06,12.0,1.0,0.0,50.0,Prep
198.0,0.0,0.0,198.0,0.0,0.0,-0.3,0.0198,328.0,1.37,2.82e-06,158.0,-0.025,-18.8,158.0,0.0,0.0,-1.69,0.0167,327.0,4.05,0.0,119.0,0.0,6.25,119.0,0.0,0.0,0.0,0.0,0.0,0.0,-978.0,-0.002,-0.5,-978.0,0.0,0.0,-0.936,2.79e-19,328.0,0.0,0.0,12.0,1.0,0.0,50.0,Prep
198.0,0.0,0.0,198.0,0.0,0.0,0.0203,0.0193,328.0,1.42,1.96e-06,158.0,-0.025,-18.8,158.0,0.0,0.0,-1.37,0.023,326.0,3.06,1.36e-06,119.0,0.0,6.25,119.0,0.0,0.0,0.0,0.0,0.0,0.0,-978.0,-0.001,-0.25,-978.0,0.0,0.0,0.0985,2.79e-19,327.0,0.0,1.61e-06,12.0,1.0,0.0,50.0,Prep
