X1_ActualPosition,X1_ActualVelocity,X1_ActualAcceleration,X1_CommandPosition,X1_CommandVelocity,X1_CommandAcceleration,X1_CurrentFeedback,X1_DCBusVoltage,X1_OutputCurrent,X1_OutputVoltage,X1_OutputPower,Y1_ActualPosition,Y1_ActualVelocity,Y1_ActualAcceleration,Y1_CommandPosition,Y1_CommandVelocity,Y1_CommandAcceleration,Y1_CurrentFeedback,Y1_DCBusVoltage,Y1_OutputCurrent,Y1_OutputVoltage,Y1_OutputPower,Z1_ActualPosition,Z1_ActualVelocity,Z1_ActualAcceleration,Z1_CommandPosition,Z1_CommandVelocity,Z1_CommandAcceleration,Z1_CurrentFeedback,Z1_DCBusVoltage,Z1_OutputCurrent,Z1_OutputVoltage,S1_ActualPosition,S1_ActualVelocity,S1_ActualAcceleration,S1_CommandPosition,S1_CommandVelocity,S1_CommandAcceleration,S1_CurrentFeedback,S1_DCBusVoltage,S1_OutputCurrent,S1_OutputVoltage,S1_OutputPower,S1_SystemInertia,M1_CURRENT_PROGRAM_NUMBER,M1_sequence_number,M1_CURRENT_FEEDRATE,Machining_Process
141.0,0.125,50.0,141.0,0.0,0.0,-3.38,0.071,327.0,5.93,3.36e-05,98.8,3.0,12.5,98.9,3.0,0.0,5.74,0.0965,325.0,9.13,0.000641,29.7,0.0,0.0,29.7,0.0,0.0,0.0,0.0,0.0,0.0,1300.0,53.3,-29.9,1300.0,53.3,9.54e-07,23.0,0.976,319.0,116.0,0.188,12.0,1.0,2.0,3.0,Prep
141.0,-0.1,-50.0,141.0,0.0,0.0,-2.54,0.0492,327.0,5.04,-1.5e-05,99.1,2.8,12.5,99.1,3.0,0.0,5.41,0.094,325.0,10.4,0.000603,29.7,-0.025,-6.25,29.7,0.0,0.0,0.0,0.0,0.0,0.0,1300.0,53.3,-44.4,1300.0,53.3,0.0,24.4,0.989,323.0,117.0,0.19,12.0,1.0,26.0,3.0,Prep
141.0,-0.125,-62.5,141.0,0.0,0.0,-2.7,0.0508,327.0,3.93,-3.78e-05,99.4,2.85,0.0,99.4,3.0,0.0,2.51,0.0548,326.0,8.86,0.000299,29.7,-0.025,-12.5,29.7,0.0,0.0,0.0,0.0,0.0,0.0,1310.0,53.4,9.25,1310.0,53.3,0.0,15.1,0.834,324.0,115.0,0.158,12.0,1.0,26.0,3.0,Prep
141.0,0.15,68.7,141.0,0.0,0.0,-4.18,0.071,327.0,5.2,6.72e-05,99.7,2.67,-62.5,99.8,3.0,0.0,4.45,0.0746,325.0,9.91,0.000489,29.7,-0.025,-12.5,29.7,0.0,0.0,0.0,0.0,0.0,0.0,1310.0,53.4,26.4,1310.0,53.3,0.0,18.1,0.912,318.0,113.0,0.174,12.0,1.0,26.0,3.0,Prep
141.0,-0.1,-50.0,141.0,0.0,0.0,-2.15,0.0561,327.0,5.42,-8.52e-06,100.0,3.05,-6.25,100.0,3.0,0.0,1.78,0.0395,325.0,6.9,0.000216,29.7,0.0,-6.25,29.7,0.0,0.0,0.0,0.0,0.0,0.0,1320.0,53.3,-37.1,1320.0,53.3,9.54e-07,21.9,0.972,323.0,119.0,0.187,12.0,1.0,26.0,3.0,Prep
141.0,-0.125,-50.0,141.0,0.0,0.0,-2.24,0.0477,327.0,5.22,-2.22e-05,100.0,3.25,31.3,100.0,3.0,0.0,1.72,0.0609,326.0,8.75,0.000375,29.7,0.0,0.0,29.7,0.0,0.0,0.0,0.0,0.0,0.0,1320.0,53.4,26.6,1320.0,53.3,-9.54e-07,17.2,0.723,324.0,117.0,0.138,12.0,1.0,26.0,3.0,Prep
141.0,0.15,68.7,141.0,0.0,0.0,-2.75,0.0717,327.0,6.72,1.13e-05,101.0,3.1,-12.5,101.0,3.0,0.0,3.06,0.0543,326.0,7.36,0.000333,29.7,0.0,6.25,29.7,0.0,0.0,0.0,0.0,0.0,0.0,1330.0,53.4,37.3,1330.0,53.3,-9.54e-07,19.8,0.838,319.0,115.0,0.16,12.0,1.0,26.0,3.0,Prep
141.0,-0.1,-43.8,141.0,0.0,0.0,-3.04,0.0514,327.0,4.2,-3.08e-05,101.0,2.7,-6.25,101.0,3.0,0.0,-0.729,0.0842,325.0,10.7,0.000273,29.7,-0.025,-6.25,29.7,0.0,0.0,0.0,0.0,0.0,0.0,1330.0,53.4,20.8,1330.0,53.3,0.0,16.0,0.893,323.0,117.0,0.169,12.0,1.0,26.0,3.0,Prep
141.0,-0.1,-50.0,141.0,0.0,0.0,-2.15,0.0534,327.0,5.38,-2.36e-05,101.0,2.85,-12.5,101.0,3.0,0.0,5.52,0.0797,326.0,9.18,0.000496,29.7,0.0,-6.25,29.7,0.0,0.0,0.0,0.0,0.0,0.0,1340.0,53.4,19.3,1340.0,53.3,0.0,21.5,0.731,324.0,115.0,0.139,12.0,1.0,28.0,3.0,Prep
141.0,0.15,68.7,141.0,0.0,0.0,-3.29,0.0728,327.0,6.31,2.29e-05,101.0,2.83,-50.0,102.0,3.0,0.0,6.65,0.1,325.0,8.84,0.000559,29.7,0.0,6.25,29.7,0.0,0.0,0.0,0.0,0.0,0.0,1340.0,53.3,8.75,1350.0,53.3,0.0,22.4,0.836,320.0,118.0,0.159,12.0,1.0,28.0,3.0,Prep
