X1_ActualPosition,X1_ActualVelocity,X1_ActualAcceleration,X1_CommandPosition,X1_CommandVelocity,X1_CommandAcceleration,X1_CurrentFeedback,X1_DCBusVoltage,X1_OutputCurrent,X1_OutputVoltage,X1_OutputPower,Y1_ActualPosition,Y1_ActualVelocity,Y1_ActualAcceleration,Y1_CommandPosition,Y1_CommandVelocity,Y1_CommandAcceleration,Y1_CurrentFeedback,Y1_DCBusVoltage,Y1_OutputCurrent,Y1_OutputVoltage,Y1_OutputPower,Z1_ActualPosition,Z1_ActualVelocity,Z1_ActualAcceleration,Z1_CommandPosition,Z1_CommandVelocity,Z1_CommandAcceleration,Z1_CurrentFeedback,Z1_DCBusVoltage,Z1_OutputCurrent,Z1_OutputVoltage,S1_ActualPosition,S1_ActualVelocity,S1_ActualAcceleration,S1_CommandPosition,S1_CommandVelocity,S1_CommandAcceleration,S1_CurrentFeedback,S1_DCBusVoltage,S1_OutputCurrent,S1_OutputVoltage,S1_OutputPower,S1_SystemInertia,M1_CURRENT_PROGRAM_NUMBER,M1_sequence_number,M1_CURRENT_FEEDRATE,Machining_Process
198.0,0.0,0.0,198.0,0.0,0.0,0.18,0.0207,329.0,2.77,-1.42e-06,158.0,-0.025,-6.25,158.0,0.0,0.0,0.539,0.0167,328.0,1.84,6.43e-07,119.0,0.0,0.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,-361.0,0.001,0.25,-361.0,0.0,0.0,0.524,2.74e-19,329.0,0.0,6.96e-07,12.0,1.0,0.0,50.0,Starting
198.0,-10.8,-350.0,198.0,-13.6,-358.0,-10.9,0.186,328.0,23.3,0.00448,158.0,-19.8,-750.0,157.0,-24.6,-647.0,-14.5,0.281,325.0,37.8,0.0126,119.0,-20.3,-712.0,118.0,-25.6,-674.0,0.0,0.0,0.0,0.0,-361.0,0.0,0.25,-361.0,0.0,0.0,-0.288,2.74e-19,328.0,0.0,-5.27e-07,12.0,1.0,4.0,50.0,Prep
196.0,-17.8,-6.25,196.0,-17.9,-9.54e-05,-8.59,0.14,328.0,30.6,0.00533,154.0,-32.5,0.0,154.0,-32.3,-9.54e-05,-7.79,0.139,327.0,49.4,0.00943,115.0,-33.7,37.5,115.0,-33.7,-9.54e-05,0.0,0.0,0.0,0.0,-361.0,0.0,-0.438,-361.0,0.0,0.0,0.524,2.74e-19,328.0,0.0,9.1e-07,12.0,1.0,7.0,50.0,Prep
194.0,-18.0,0.0,194.0,-17.9,-9.54e-05,-6.11,0.13,327.0,30.3,0.00489,151.0,-32.6,-62.5,151.0,-32.3,-9.54e-05,-8.13,0.156,325.0,47.6,0.0105,112.0,-33.7,-6.25,112.0,-33.7,0.0,0.0,0.0,0.0,0.0,-361.0,-0.001,-0.25,-361.0,0.0,0.0,-0.18,2.74e-19,328.0,0.0,1.07e-06,12.0,1.0,7.0,50.0,Prep
193.0,-17.9,-18.8,192.0,-17.9,9.54e-05,-5.7,0.114,328.0,30.5,0.00425,148.0,-32.0,138.0,148.0,-32.3,9.54e-05,-13.8,0.202,326.0,47.1,0.0135,109.0,-33.6,18.8,108.0,-33.7,0.0,0.0,0.0,0.0,0.0,-361.0,0.0,-0.188,-361.0,0.0,0.0,0.226,2.74e-19,328.0,0.0,1.96e-06,12.0,1.0,7.0,50.0,Prep
191.0,-17.6,81.2,191.0,-17.9,0.000191,-5.85,0.128,328.0,30.9,0.00474,145.0,-32.4,-12.5,144.0,-32.3,0.0,-9.78,0.166,326.0,49.6,0.0113,105.0,-33.7,-6.25,105.0,-33.7,9.54e-05,0.0,0.0,0.0,0.0,-361.0,0.0,0.0,-361.0,0.0,0.0,0.821,2.74e-19,328.0,0.0,0.0,12.0,1.0,7.0,50.0,Prep
189.0,-17.9,-6.25,189.0,-17.9,9.54e-05,-5.84,0.0955,328.0,29.3,0.00345,141.0,-32.3,81.2,141.0,-32.3,-9.54e-05,-8.56,0.179,326.0,50.0,0.0124,102.0,-33.5,62.5,102.0,-33.7,9.54e-05,0.0,0.0,0.0,0.0,-361.0,0.00075,-0.0625,-361.0,0.0,0.0,0.523,2.74e-19,328.0,0.0,3.79e-06,12.0,1.0,2.0,50.0,Prep
187.0,-17.8,50.0,187.0,-17.9,-0.000191,-7.31,0.117,327.0,29.1,0.00441,138.0,-32.3,50.0,138.0,-32.3,-9.54e-05,-8.0,0.185,325.0,50.8,0.0128,98.6,-33.7,18.8,98.3,-33.7,0.0,0.0,0.0,0.0,0.0,-361.0,0.0,0.0,-361.0,0.0,0.0,-0.288,2.74e-19,328.0,0.0,0.0,12.0,1.0,7.0,50.0,Prep
185.0,-17.9,25.0,185.0,-17.9,0.0,-7.98,0.113,328.0,29.4,0.00417,135.0,-32.3,37.5,135.0,-32.3,0.0,-9.96,0.154,327.0,49.7,0.0102,95.1,-33.6,18.8,94.8,-33.7,9.54e-05,0.0,0.0,0.0,0.0,-361.0,-0.00075,-0.188,-361.0,0.0,0.0,-0.0997,2.74e-19,328.0,0.0,-8.36e-08,12.0,1.0,7.0,50.0,Prep
184.0,-17.9,12.5,183.0,-17.9,-9.54e-05,-7.44,0.138,328.0,29.8,0.00501,132.0,-32.7,-31.3,132.0,-32.3,0.0,-6.29,0.119,325.0,48.1,0.00784,91.8,-33.7,-37.5,91.6,-33.7,9.54e-05,0.0,0.0,0.0,0.0,-361.0,-0.001,0.0,-361.0,0.0,0.0,0.118,2.74e-19,328.0,0.0,0.0,12.0,1.0,7.0,50.0,Prep
