X1_ActualPosition,X1_ActualVelocity,X1_ActualAcceleration,X1_CommandPosition,X1_CommandVelocity,X1_CommandAcceleration,X1_CurrentFeedback,X1_DCBusVoltage,X1_OutputCurrent,X1_OutputVoltage,X1_OutputPower,Y1_ActualPosition,Y1_ActualVelocity,Y1_ActualAcceleration,Y1_CommandPosition,Y1_CommandVelocity,Y1_CommandAcceleration,Y1_CurrentFeedback,Y1_DCBusVoltage,Y1_OutputCurrent,Y1_OutputVoltage,Y1_OutputPower,Z1_ActualPosition,Z1_ActualVelocity,Z1_ActualAcceleration,Z1_CommandPosition,Z1_CommandVelocity,Z1_CommandAcceleration,Z1_CurrentFeedback,Z1_DCBusVoltage,Z1_OutputCurrent,Z1_OutputVoltage,S1_ActualPosition,S1_ActualVelocity,S1_ActualAcceleration,S1_CommandPosition,S1_CommandVelocity,S1_CommandAcceleration,S1_CurrentFeedback,S1_DCBusVoltage,S1_OutputCurrent,S1_OutputVoltage,S1_OutputPower,S1_SystemInertia,M1_CURRENT_PROGRAM_NUMBER,M1_sequence_number,M1_CURRENT_FEEDRATE,Machining_Process
151.0,0.05,25.0,151.0,0.0,0.0,0.451,0.0228,330.0,0.632,1.86e-06,73.0,0.0,12.5,73.0,0.0,0.0,-0.26,0.0152,328.0,1.63,1.79e-06,54.7,0.0,-6.25,54.7,0.0,0.0,0.0,0.0,0.0,0.0,-290.0,29.9,-18.4,-290.0,0.0,0.0,0.502,2.77e-19,329.0,0.0,0.00114,12.0,1.0,2.0,50.0,Prep
151.0,0.025,12.5,151.0,0.0,0.0,0.223,0.0243,330.0,1.51,4.23e-06,73.0,0.0,6.25,73.0,0.0,0.0,-1.06,0.0205,328.0,1.88,-1.04e-06,54.7,0.0,6.25,54.7,0.0,0.0,0.0,0.0,0.0,0.0,-287.0,27.0,-7.44,-287.0,0.0,0.0,-0.22,2.77e-19,329.0,0.0,6.07e-05,12.0,1.0,0.0,50.0,Prep
151.0,0.05,25.0,151.0,0.0,0.0,0.237,0.0188,330.0,0.869,2e-06,73.0,0.0,12.5,73.0,0.0,0.0,0.22,0.015,328.0,0.512,1.76e-07,54.7,0.0,6.25,54.7,0.0,0.0,0.0,0.0,0.0,0.0,-285.0,24.1,-34.3,-285.0,0.0,0.0,-0.84,2.77e-19,330.0,0.0,-0.00124,12.0,1.0,0.0,50.0,Prep
151.0,-0.025,-12.5,151.0,0.0,0.0,0.451,0.0202,329.0,1.9,-2.98e-06,73.0,0.0,0.0,73.0,0.0,0.0,0.22,0.0231,328.0,1.35,9.45e-07,56.8,50.9,163.0,57.2,50.0,0.0,0.0,0.0,0.0,0.0,-282.0,21.2,-41.9,-282.0,0.0,0.0,0.00327,2.77e-19,329.0,0.0,0.000577,12.0,1.0,0.0,50.0,Prep
151.0,0.025,12.5,151.0,0.0,0.0,0.367,0.0244,329.0,1.91,2.24e-06,73.0,0.0,0.0,73.0,0.0,0.0,-0.899,0.0212,328.0,1.5,0.0,61.6,49.9,6.25,62.0,50.0,0.0,0.0,0.0,0.0,0.0,-280.0,18.8,-23.1,-280.0,0.0,0.0,-0.28,2.77e-19,329.0,0.0,-0.00161,12.0,1.0,0.0,50.0,Prep
151.0,-0.025,-12.5,151.0,0.0,0.0,-1.06,0.0231,329.0,4.86,-3.26e-06,73.0,0.0,0.0,73.0,0.0,0.0,-0.58,0.022,328.0,2.3,1.7e-06,66.8,50.0,12.5,67.2,50.0,0.0,0.0,0.0,0.0,0.0,-279.0,16.0,-4.38,-279.0,0.0,0.0,0.583,2.77e-19,329.0,0.0,-1.38e-05,12.0,1.0,0.0,50.0,Prep
151.0,-0.025,-18.8,151.0,0.0,0.0,1.21,0.0223,329.0,2.61,-1.48e-06,73.0,0.0,0.0,73.0,0.0,0.0,0.0602,0.0335,328.0,0.465,-1.49e-07,71.8,50.0,18.8,72.2,50.0,0.0,0.0,0.0,0.0,0.0,-277.0,13.5,-24.9,-277.0,0.0,0.0,0.203,2.77e-19,329.0,0.0,-0.00047,12.0,1.0,0.0,50.0,Prep
151.0,0.0,-12.5,151.0,0.0,0.0,0.154,0.0163,329.0,3.23,0.0,73.0,0.0,0.0,73.0,0.0,0.0,-0.26,0.016,328.0,0.801,-2.11e-06,76.8,50.0,43.8,77.2,50.0,0.0,0.0,0.0,0.0,0.0,-276.0,11.0,-36.1,-276.0,0.0,0.0,-0.092,2.77e-19,329.0,0.0,-0.000796,12.0,1.0,0.0,50.0,Prep
151.0,-0.025,-18.8,151.0,0.0,0.0,0.384,0.0192,329.0,4.1,0.0,73.0,0.025,6.25,73.0,0.0,0.0,0.221,0.0245,328.0,0.269,1.5e-06,81.8,49.8,-37.5,82.2,50.0,0.0,0.0,0.0,0.0,0.0,-275.0,8.62,-24.7,-275.0,0.0,0.0,-0.267,2.77e-19,329.0,0.0,-0.00117,12.0,1.0,0.0,50.0,Prep
151.0,-0.025,-18.8,151.0,0.0,0.0,0.878,0.019,329.0,1.92,-2.89e-06,73.0,0.0,0.0,73.0,0.0,0.0,0.22,0.0195,328.0,0.191,2.72e-06,86.8,50.0,56.3,87.2,50.0,0.0,0.0,0.0,0.0,0.0,-274.0,6.31,-8.81,-274.0,0.0,0.0,-0.924,2.77e-19,329.0,0.0,-0.00102,12.0,1.0,0.0,50.0,Prep
