x,y,z
302.0,-956.0,-1380.0
-154.0,267.0,-1159.0
228.0,165.0,265.0
273.0,618.0,-1895.0
7.0,823.0,-1046.0
203.0,-372.0,-1393.0
-68.0,-152.0,-1358.0
-620.0,-314.0,-366.0
222.0,-944.0,-1403.0
-376.0,230.0,-1204.0
263.0,142.0,314.0
83.0,681.0,-1631.0
-93.0,819.0,-1032.0
265.0,-488.0,-1489.0
-585.0,-72.0,-1563.0
-741.0,-298.0,-441.0
261.0,-895.0,-1206.0
-573.0,302.0,-1122.0
585.0,-296.0,222.0
-409.0,966.0,-1551.0
-226.0,954.0,-1423.0
-296.0,-507.0,-1575.0
-480.0,-66.0,-1231.0
-458.0,-622.0,-573.0
204.0,-716.0,-894.0
-425.0,214.0,-958.0
589.0,-74.0,-158.0
-486.0,1247.0,-1307.0
-126.0,486.0,-1403.0
-421.0,-238.0,-1797.0
-368.0,-179.0,-1065.0
-694.0,-696.0,-657.0
189.0,-505.0,-1071.0
-474.0,29.0,-798.0
488.0,37.0,-111.0
-536.0,1081.0,-1545.0
-277.0,562.0,-1487.0
-425.0,-148.0,-1428.0
-456.0,-513.0,-1163.0
-607.0,-306.0,-595.0
489.0,-515.0,-897.0
-271.0,39.0,-985.0
372.0,-103.0,-169.0
-628.0,1038.0,-1460.0
300.0,769.0,-1575.0
-380.0,-468.0,-1471.0
-296.0,-316.0,-1009.0
-587.0,-499.0,-630.0
630.0,-257.0,-1216.0
-431.0,177.0,-765.0
1081.0,-458.0,-142.0
-415.0,977.0,-1577.0
-158.0,593.0,-1428.0
-347.0,-312.0,-1350.0
-324.0,-54.0,-1141.0
-122.0,-790.0,-542.0
353.0,-203.0,-1077.0
-347.0,74.0,-977.0
620.0,-300.0,-359.0
-425.0,927.0,-1100.0
-42.0,607.0,-1678.0
-105.0,-156.0,-1276.0
-427.0,-222.0,-1149.0
-267.0,-501.0,-747.0
480.0,-519.0,-812.0
-261.0,56.0,-1177.0
804.0,-132.0,-443.0
-706.0,759.0,-933.0
-44.0,732.0,-1561.0
148.0,-394.0,-1639.0
-413.0,121.0,-944.0
-13.0,-651.0,-794.0
325.0,-503.0,-942.0
-144.0,-3.0,-1048.0
657.0,-5.0,-593.0
-528.0,872.0,-841.0
7.0,372.0,-1633.0
-19.0,-185.0,-1567.0
-349.0,80.0,-909.0
-146.0,-554.0,-835.0
407.0,-632.0,-899.0
-271.0,173.0,-1065.0
806.0,-263.0,-607.0
-858.0,942.0,-837.0
144.0,566.0,-1532.0
-83.0,-152.0,-1596.0
-212.0,23.0,-925.0
-187.0,-714.0,-974.0
388.0,-468.0,-776.0
-277.0,31.0,-1044.0
854.0,-144.0,-687.0
-856.0,890.0,-663.0
97.0,497.0,-1549.0
-117.0,-162.0,-1766.0
-355.0,-3.0,-759.0
-29.0,-560.0,-923.0
244.0,-361.0,-804.0
-121.0,56.0,-1057.0
626.0,-382.0,-812.0
-745.0,1032.0,-585.0
95.0,390.0,-1567.0
-117.0,-37.0,-1608.0
-130.0,-48.0,-778.0
-105.0,-554.0,-1028.0
288.0,-443.0,-897.0
-183.0,95.0,-1018.0
815.0,-281.0,-819.0
-806.0,817.0,-493.0
62.0,445.0,-1374.0
-130.0,-87.0,-1821.0
-124.0,105.0,-868.0
-56.0,-571.0,-1028.0
169.0,-407.0,-763.0
13.0,-11.0,-1001.0
665.0,-407.0,-913.0
-763.0,981.0,-400.0
74.0,407.0,-1553.0
-87.0,121.0,-1782.0
-70.0,-48.0,-849.0
-175.0,-620.0,-968.0
271.0,-378.0,-792.0
-52.0,-124.0,-1067.0
681.0,-322.0,-851.0
-759.0,913.0,-441.0
130.0,507.0,-1504.0
-117.0,-11.0,-1883.0
-62.0,-74.0,-706.0
-85.0,-546.0,-1034.0
165.0,-363.0,-851.0
93.0,-148.0,-1009.0
525.0,-308.0,-913.0
-755.0,1028.0,-470.0
122.0,359.0,-1501.0
-115.0,107.0,-1766.0
66.0,-105.0,-714.0
-111.0,-618.0,-1044.0
163.0,-279.0,-872.0
50.0,-109.0,-1015.0
663.0,-244.0,-997.0
-813.0,823.0,-402.0
152.0,320.0,-1407.0
-148.0,154.0,-1743.0
68.0,-115.0,-788.0
-97.0,-462.0,-1069.0
95.0,-199.0,-837.0
52.0,-283.0,-1071.0
575.0,-406.0,-1018.0
-806.0,843.0,-238.0
95.0,468.0,-1374.0
-154.0,187.0,-1842.0
7.0,-35.0,-823.0
-107.0,-562.0,-1048.0
107.0,-275.0,-874.0
154.0,-277.0,-1013.0
503.0,-290.0,-1063.0
-671.0,905.0,-220.0
99.0,251.0,-1432.0
-109.0,199.0,-1844.0
19.0,-72.0,-761.0
-78.0,-421.0,-1038.0
74.0,-138.0,-917.0
107.0,-450.0,-976.0
458.0,-359.0,-999.0
-747.0,915.0,-353.0
140.0,390.0,-1440.0
-132.0,286.0,-1795.0
54.0,-101.0,-722.0
-126.0,-489.0,-1065.0
31.0,-234.0,-878.0
214.0,-421.0,-1050.0
325.0,-119.0,-1057.0
-610.0,808.0,-290.0
136.0,265.0,-1465.0
-107.0,325.0,-1594.0
156.0,-183.0,-759.0
-130.0,-413.0,-1196.0
-5.0,-119.0,-853.0
179.0,-450.0,-1036.0
392.0,-331.0,-1095.0
-716.0,899.0,-160.0
169.0,249.0,-1440.0
-74.0,400.0,-1758.0
85.0,-58.0,-732.0
-80.0,-603.0,-1155.0
-17.0,-91.0,-907.0
179.0,-540.0,-991.0
292.0,-39.0,-1077.0
-528.0,716.0,-220.0
132.0,302.0,-1520.0
-95.0,378.0,-1667.0
142.0,-240.0,-702.0
-109.0,-402.0,-1192.0
-64.0,-89.0,-903.0
273.0,-562.0,-1024.0
197.0,-163.0,-1075.0
-554.0,780.0,-173.0
126.0,230.0,-1487.0
-60.0,530.0,-1653.0
105.0,-134.0,-771.0
-99.0,-480.0,-1229.0
-54.0,-146.0,-913.0
230.0,-612.0,-946.0
234.0,-33.0,-1085.0
-587.0,671.0,-144.0
226.0,292.0,-1565.0
-85.0,452.0,-1729.0
138.0,-220.0,-624.0
-76.0,-402.0,-1216.0
-58.0,23.0,-927.0
257.0,-718.0,-931.0
132.0,-121.0,-1136.0
-484.0,653.0,-193.0
99.0,400.0,-1475.0
-101.0,472.0,-1665.0
195.0,-193.0,-620.0
-113.0,-470.0,-1253.0
-117.0,-44.0,-966.0
292.0,-718.0,-976.0
40.0,78.0,-1110.0
-439.0,566.0,-150.0
9.0,304.0,-1506.0
-105.0,554.0,-1583.0
29.0,-286.0,-749.0
-132.0,-390.0,-1247.0
-378.0,-33.0,-931.0
101.0,-607.0,-962.0
-64.0,-128.0,-1167.0
-769.0,527.0,-40.0
-298.0,398.0,-1493.0
-491.0,566.0,-1686.0
-74.0,-115.0,-771.0
-858.0,-644.0,-1182.0
-741.0,85.0,-833.0
-140.0,-722.0,-1007.0
-710.0,111.0,-1139.0
-1022.0,470.0,27.0
-849.0,653.0,-1674.0
-566.0,286.0,-1741.0
-860.0,-296.0,-782.0
-1122.0,-292.0,-882.0
-919.0,-230.0,-995.0
-577.0,-331.0,-1057.0
-1212.0,-244.0,-1171.0
-1266.0,718.0,-35.0
-733.0,593.0,-1641.0
-1139.0,40.0,-1764.0
-1042.0,-122.0,-655.0
-1018.0,-121.0,-892.0
-1042.0,-423.0,-1282.0
-1147.0,-187.0,-868.0
-1231.0,-167.0,-1052.0
-1013.0,417.0,-421.0
-1200.0,741.0,-1534.0
-1260.0,-56.0,-1553.0
-585.0,-128.0,-847.0
-1284.0,29.0,-792.0
-1337.0,-404.0,-1161.0
-1130.0,-224.0,-981.0
-911.0,-195.0,-1087.0
-1635.0,296.0,-386.0
-1218.0,827.0,-1491.0
-964.0,-40.0,-1475.0
-837.0,-78.0,-792.0
-1655.0,19.0,-546.0
-1190.0,-404.0,-1247.0
-681.0,-366.0,-1260.0
-1452.0,-122.0,-927.0
-1434.0,345.0,-136.0
-942.0,837.0,-1756.0
-931.0,185.0,-1493.0
-1210.0,-244.0,-724.0
-1467.0,-210.0,-491.0
-876.0,-468.0,-1495.0
-1106.0,-341.0,-1223.0
-1491.0,325.0,-663.0
-1147.0,593.0,-339.0
-1190.0,277.0,-2002.0
-1473.0,244.0,-1249.0
-876.0,-542.0,-622.0
-1329.0,-253.0,-605.0
