x,y,z
-21,15,-1011
-19,9,-1009
-21,11,-1009
-27,31,-1009
-19,17,-1016
-11,23,-1022
-11,15,-1015
-15,5,-1016
-13,29,-1024
-5,27,-1016
-19,27,-1016
-13,29,-1016
-19,9,-1020
-21,21,-1018
-19,37,-1009
-5,15,-1013
-7,27,-1015
-15,27,-1007
-9,7,-1013
-21,31,-1009
-23,19,-1005
-23,19,-1020
-23,25,-1013
-19,23,-1024
-15,40,-1028
-7,25,-1022
0,1,-1020
-9,9,-1020
-5,9,-1011
0,31,-1015
-17,39,-1011
-17,7,-1015
-27,17,-1030
-27,3,-1032
-11,17,-1020
-19,44,-1022
-3,31,-1007
-3,29,-1007
-11,15,-1007
-17,-5,-1009
-29,9,-1018
-39,9,-1022
-21,27,-1024
-21,44,-1016
-11,35,-1018
3,19,-1015
0,11,-1015
0,-9,-1016
-15,17,-1015
-5,27,-1015
-23,44,-1015
-23,37,-1009
-13,5,-1003
-35,5,-1015
-25,19,-1001
-27,25,-1013
-33,54,-1009
-21,25,-1013
-21,13,-1016
-9,9,-1020
-7,1,-1016
-11,21,-1007
-3,19,-999
-17,29,-1003
-21,31,-1003
-27,25,-1005
-23,21,-1003
-25,23,-1020
-37,15,-1009
-27,13,-1024
-25,31,-1018
-29,13,-1009
-25,13,-1011
-17,11,-1020
-3,9,-1022
-3,19,-1028
-3,25,-1018
0,17,-1026
-1,27,-1016
9,17,-1003
0,31,-1005
9,19,-1007
-19,3,-1013
-19,11,-1011
-27,5,-993
-21,29,-1015
-29,35,-1007
-25,21,-1013
-19,27,-1011
-15,3,-1015
-13,5,-1020
-17,35,-1022
-11,39,-1018
-5,39,-1028
-3,33,-1030
9,13,-1020
11,17,-1024
13,13,-1015
0,11,-1005
-15,27,-1013
-21,29,-1013
-42,37,-1005
-37,27,-1018
-35,-5,-1030
-27,9,-1028
-21,27,-1022
-11,39,-1007
3,40,-1016
3,11,-1018
5,21,-1015
1,21,-1005
-1,15,-1005
-5,35,-1007
-27,19,-999
-25,25,-1007
-31,35,-1015
-31,17,-1022
-37,19,-1020
-23,1,-1016
-9,3,-1018
-7,23,-1016
5,37,-1015
-17,33,-1015
-5,37,-1015
-23,1,-1007
-19,17,-1011
-21,25,-1005
-21,35,-1003
-21,39,-1015
-13,0,-1016
-17,-17,-1026
-11,-11,-1024
-9,3,-1009
-11,29,-1015
-19,37,-1013
-13,11,-1013
-23,31,-1018
-5,23,-1009
-1,15,-1022
0,35,-1007
13,29,-1011
3,44,-1009
11,46,-995
-15,-9,-1003
-27,-21,-1001
-44,-21,-1005
-46,5,-1005
-46,46,-1022
-19,48,-1018
-15,37,-1030
5,15,-1030
17,-11,-1030
17,23,-1030
27,31,-1013
17,60,-1005
-1,80,-1003
-11,31,-1016
-29,15,-1015
-40,-17,-1020
-37,-1,-1013
-33,27,-1018
-35,39,-1009
-21,25,-1009
-13,19,-1018
-1,-3,-1016
0,11,-1015
-21,17,-1028
-23,35,-1022
-25,68,-1018
-23,62,-1016
0,35,-1011
-19,-15,-1007
9,-19,-1011
13,17,-1015
5,37,-1005
-3,25,-1007
-33,21,-999
-37,-5,-1005
-56,7,-1011
-44,23,-1015
-37,21,-1026
-23,37,-1022
-1,23,-1038
11,40,-1032
23,25,-1016
21,5,-1011
21,0,-1005
-7,31,-1011
-13,23,-1011
-25,42,-1016
-33,15,-1028
-35,-21,-1015
-13,13,-1022
-19,35,-1026
-11,46,-1026
9,39,-1011
-1,3,-1011
-3,3,-1015
-13,5,-1015
-33,39,-1024
-33,60,-1022
-17,40,-1024
-44,29,-1022
