x,y,z
29.0,23.0,-1005.0
13.0,17.0,-1030.0
13.0,27.0,-1022.0
29.0,7.0,-1018.0
19.0,46.0,-1015.0
19.0,5.0,-1022.0
9.0,27.0,-1011.0
37.0,13.0,-1013.0
0.0,27.0,-1024.0
11.0,19.0,-1005.0
21.0,15.0,-1015.0
23.0,29.0,-1022.0
1.0,15.0,-1018.0
21.0,33.0,-1007.0
13.0,11.0,-1032.0
19.0,17.0,-1007.0
11.0,13.0,-1015.0
21.0,23.0,-1020.0
5.0,21.0,-1015.0
13.0,17.0,-1013.0
25.0,17.0,-1015.0
11.0,3.0,-1032.0
31.0,23.0,-1018.0
3.0,35.0,-1016.0
33.0,5.0,-1015.0
17.0,33.0,-1011.0
25.0,13.0,-1011.0
29.0,21.0,-1001.0
21.0,19.0,-1034.0
13.0,15.0,-1015.0
23.0,23.0,-1013.0
31.0,19.0,-1026.0
23.0,33.0,-1024.0
11.0,19.0,-1011.0
9.0,17.0,-1022.0
11.0,23.0,-1034.0
3.0,7.0,-1026.0
15.0,39.0,-1009.0
15.0,9.0,-1028.0
21.0,31.0,-1013.0
23.0,1.0,-1018.0
19.0,25.0,-1042.0
9.0,17.0,-1026.0
21.0,19.0,-1013.0
27.0,17.0,-1022.0
17.0,17.0,-1026.0
33.0,27.0,-1018.0
23.0,17.0,-1032.0
21.0,17.0,-1034.0
19.0,29.0,-1015.0
37.0,7.0,-1028.0
27.0,33.0,-1018.0
23.0,7.0,-1015.0
31.0,27.0,-1032.0
29.0,11.0,-1036.0
33.0,17.0,-1032.0
29.0,25.0,-1020.0
35.0,15.0,-1020.0
35.0,27.0,-1018.0
37.0,23.0,-1020.0
29.0,19.0,-1028.0
33.0,17.0,-1026.0
29.0,17.0,-1036.0
23.0,42.0,-1018.0
35.0,1.0,-1009.0
31.0,27.0,-1011.0
29.0,1.0,-1020.0
23.0,31.0,-1018.0
27.0,11.0,-1024.0
31.0,3.0,-1013.0
27.0,29.0,-1024.0
25.0,5.0,-1009.0
19.0,15.0,-1026.0
31.0,13.0,-1020.0
25.0,11.0,-1009.0
23.0,17.0,-1018.0
31.0,7.0,-1018.0
7.0,17.0,-1024.0
17.0,7.0,-1015.0
21.0,29.0,-1018.0
27.0,19.0,-1011.0
33.0,19.0,-1011.0
19.0,19.0,-1022.0
15.0,7.0,-1034.0
15.0,15.0,-1026.0
15.0,11.0,-1030.0
21.0,19.0,-1028.0
21.0,23.0,-1018.0
31.0,17.0,-1026.0
7.0,19.0,-1022.0
25.0,1.0,-1015.0
19.0,29.0,-1020.0
31.0,23.0,-1011.0
19.0,25.0,-1032.0
27.0,19.0,-1013.0
17.0,1.0,-1020.0
15.0,31.0,-1026.0
19.0,-3.0,-1022.0
27.0,35.0,-1018.0
29.0,11.0,-1015.0
27.0,31.0,-1022.0
37.0,9.0,-1007.0
21.0,23.0,-1030.0
21.0,17.0,-1022.0
29.0,17.0,-1020.0
23.0,31.0,-1030.0
25.0,11.0,-1018.0
25.0,17.0,-1018.0
19.0,29.0,-1026.0
17.0,15.0,-1011.0
9.0,39.0,-1009.0
9.0,19.0,-1024.0
19.0,27.0,-1024.0
23.0,15.0,-1018.0
25.0,27.0,-1034.0
15.0,21.0,-1018.0
35.0,7.0,-1015.0
23.0,37.0,-1042.0
31.0,9.0,-1013.0
21.0,37.0,-1009.0
25.0,25.0,-1036.0
29.0,21.0,-1022.0
23.0,21.0,-1022.0
17.0,13.0,-1022.0
19.0,33.0,-1020.0
15.0,11.0,-1009.0
25.0,25.0,-1028.0
1.0,25.0,-1024.0
27.0,1.0,-1009.0
15.0,42.0,-1036.0
25.0,17.0,-1005.0
23.0,21.0,-1011.0
35.0,19.0,-1024.0
19.0,19.0,-1020.0
25.0,23.0,-1007.0
35.0,9.0,-1028.0
11.0,39.0,-1024.0
37.0,5.0,-1011.0
11.0,37.0,-1020.0
23.0,9.0,-1018.0
3.0,21.0,-1011.0
21.0,39.0,-1022.0
7.0,5.0,-1026.0
21.0,27.0,-1007.0
13.0,19.0,-1018.0
23.0,17.0,-1024.0
27.0,11.0,-1026.0
29.0,19.0,-1013.0
15.0,7.0,-1022.0
35.0,11.0,-1030.0
19.0,21.0,-1028.0
27.0,11.0,-1013.0
35.0,13.0,-1030.0
23.0,13.0,-1022.0
31.0,21.0,-1026.0
19.0,31.0,-1022.0
37.0,5.0,-1026.0
19.0,21.0,-1026.0
15.0,5.0,-1026.0
27.0,17.0,-1018.0
27.0,5.0,-1028.0
33.0,19.0,-1032.0
23.0,25.0,-1015.0
35.0,0.0,-1020.0
17.0,23.0,-1026.0
29.0,13.0,-1009.0
33.0,15.0,-1016.0
23.0,13.0,-1032.0
31.0,17.0,-1015.0
21.0,40.0,-1020.0
29.0,3.0,-1022.0
15.0,19.0,-1036.0
13.0,13.0,-1020.0
27.0,21.0,-1026.0
37.0,17.0,-1026.0
23.0,17.0,-1022.0
21.0,23.0,-1024.0
31.0,9.0,-1034.0
13.0,31.0,-1015.0
19.0,17.0,-1015.0
29.0,29.0,-1028.0
33.0,19.0,-1034.0
19.0,15.0,-1020.0
27.0,23.0,-1018.0
17.0,11.0,-1034.0
29.0,37.0,-1013.0
31.0,13.0,-1007.0
35.0,29.0,-1034.0
21.0,25.0,-1024.0
21.0,39.0,-1032.0
29.0,66.0,-1032.0
29.0,46.0,-1018.0
33.0,66.0,-1024.0
23.0,72.0,-1028.0
11.0,52.0,-1032.0
13.0,91.0,-1022.0
21.0,78.0,-1028.0
19.0,101.0,-1009.0
27.0,85.0,-1018.0
29.0,119.0,-1024.0
15.0,126.0,-1011.0
27.0,122.0,-1018.0
25.0,152.0,-1024.0
29.0,148.0,-1013.0
31.0,165.0,-1005.0
33.0,177.0,-1011.0
37.0,181.0,-1005.0
29.0,193.0,-1005.0
37.0,203.0,-1018.0
25.0,244.0,-1020.0
35.0,247.0,-999.0
35.0,230.0,-1001.0
31.0,245.0,-1011.0
31.0,288.0,-995.0
21.0,279.0,-995.0
29.0,312.0,-1011.0
25.0,318.0,-1001.0
29.0,343.0,-1001.0
31.0,355.0,-999.0
33.0,339.0,-1003.0
33.0,337.0,-991.0
27.0,378.0,-1013.0
35.0,404.0,-1013.0
37.0,470.0,-1020.0
39.0,497.0,-1007.0
37.0,530.0,-993.0
27.0,558.0,-1022.0
23.0,534.0,-977.0
17.0,507.0,-1009.0
5.0,536.0,-1015.0
23.0,556.0,-1032.0
-44.0,562.0,-1042.0
35.0,564.0,-1011.0
-9.0,583.0,-1026.0
37.0,593.0,-1018.0
0.0,550.0,-1024.0
31.0,558.0,-1038.0
-25.0,562.0,-1065.0
11.0,610.0,-1059.0
-7.0,636.0,-1059.0
0.0,683.0,-1032.0
7.0,696.0,-1040.0
-17.0,714.0,-1034.0
-7.0,691.0,-1030.0
